População Economicamente Ativa (PEA) - Total
Sigla,Código,Município,1970,1980,1991,2000,
PI,2208700,Redenção do Gurguéia,919,1435,1622.3844018,2578.75945976,
PI,2208809,Regeneração,3757,4396,6337.5558164,6793.96766174,
PI,2208858,Riacho Frio,,,,2026.63350688,
PI,2208874,Ribeira do Piauí,,,,1671.87085961,
PI,2208908,Ribeiro Gonçalves,2283,2923,3928.6600233,2296.73172708,
PI,2209005,Rio Grande do Piauí,2321,2851,3077.53906847,2564.40059749,
PI,2209104,Santa Cruz do Piauí,2112,2717,3271.53913448,2569.03376691,
PI,2209153,Santa Cruz dos Milagres,,,,914.5622211,
PI,2209203,Santa Filomena,1373,1359,1504.42758244,2658.64878781,
PI,2209302,Santa Luz,1139,1122,1349.04458351,1904.53840791,
PI,2209351,Santana do Piauí,,,,1571.65873362,
PI,2209377,Santa Rosa do Piauí,,,,1762.88736907,
PI,2209401,Santo Antônio de Lisboa,1137,2116,2283.26907069,2566.18471332,
PI,2209450,Santo Antônio dos Milagres,,,,543.74844068,
PI,2209500,Santo Inácio do Piauí,1271,1514,2198.65147393,1453.91674793,
PI,2209559,São Braz do Piauí,,,,1678.13760299,
PI,2209609,São Félix do Piauí,1625,1560,2173.22673412,1425.36339046,
PI,2209658,São Francisco de Assis do Piauí,,,,2225.87265286,
PI,2209708,São Francisco do Piauí,1881,1941,2185.52470391,2194.66431136,
PI,2209757,São Gonçalo do Gurguéia,,,,926.94337684,
PI,2209807,São Gonçalo do Piauí,893,1237,2589.6052724,1605.17706057,
PI,2209856,São João da Canabrava,,,2119.04556986,1467.83599209,
PI,2209872,São João da Fronteira,,,,1914.83156757,
PI,2209906,São João da Serra,1780,2628,1923.91188317,2337.8430374,
PI,2209955,São João da Varjota,,,,2125.23609567,
PI,2209971,São João do Arraial,,,,3357.13903521,
PI,2210003,São João do Piauí,9474,9611,11528.28043444,7423.18398646,
PI,2210052,São José do Divino,,,,2021.28515063,
PI,2210102,São José do Peixe,1299,1585,1868.1040746,1407.1598132,
PI,2210201,São José do Piauí,1727,2072,2288.47819611,2677.76341639,
PI,2210300,São Julião,2288,2326,3386.09377813,1829.76967273,
PI,2210359,São Lourenço do Piauí,,,,1435.10006327,
PI,2210375,São Luis do Piauí,,,,863.59829085,
PI,2210383,São Miguel da Baixa Grande,,,,744.78696208,
PI,2210391,São Miguel do Fidalgo,,,,649.45873039,
PI,2210409,São Miguel do Tapuio,6114,7996,7293.53892291,6495.03530426,
PI,2210508,São Pedro do Piauí,2725,3546,4182.41575527,4549.69238338,
PI,2210607,São Raimundo Nonato,12566,19449,14205.24264305,12058.76533967,
PI,2210623,Sebastião Barros,,,,1748.44853119,
PI,2210631,Sebastião Leal,,,,1600.8582748,
PI,2210656,Sigefredo Pacheco,,,,3756.59635398,
PI,2210706,Simões,5430,6049,7851.34595947,5722.29535848,
PI,2210805,Simplício Mendes,2726,3324,5254.83639093,4750.87463756,
PI,2210904,Socorro do Piauí,777,1306,2290.86901275,1637.16097959,
PI,2210938,Sussuapara,,,,1919.97327112,
PI,2210953,Tamboril do Piauí,,,,953.63956812,
PI,2210979,Tanque do Piauí,,,,1018.92429596,
PI,2211001,Teresina,58069,117837,223495.402847878,316588.063157299,
PI,2211100,União,10969,14376,13704.5605236,14427.55238984,
PI,2211209,Uruçuí,3326,4045,4458.85272237,6336.73189662,
PI,2211308,Valença do Piauí,4002,5594,7673.25256467,9376.83366377,
PI,2211357,Várzea Branca,,,,2800.18025789,
PI,2211407,Várzea Grande,1693,2673,2871.99909466,1724.65751876,
PI,2211506,Vera Mendes,,,,1042.4880185,
PI,2211605,Vila Nova do Piauí,,,,1327.21271394,
PI,2211704,Wall Ferraz,,,,1698.51752019,
PR,4100103,Abatiá,4738,3680,4202.65978744,3961.24533406,
PR,4100202,Adrianópolis,3453,3389,3006.57412208,2507.82848264,
PR,4100301,Agudos do Sul,2038,1821,2285.78430241,3072.19866326,
PR,4100400,Almirante Tamandaré,5004,11993,25387.16883676,41213.84173382,
PR,4100459,Altamira do Paraná,,,2645.79563506,3049.87497742,
PR,4100509,Altônia,14482,16337,10705.50665768,9879.42684044,
PR,4100608,Alto Paraná,6545,5307,5216.68519502,6148.43042221,
PR,4100707,Alto Piquiri,12715,7362,6670.61432789,4587.50110523,
PR,4100806,Alvorada do Sul,5955,5020,4472.94722935,4449.56392519,
PR,4100905,Amaporã,1517,1150,1620.19318953,2176.80626254,
PR,4101002,Ampére,4512,5662,6506.17926365,8203.9539135,
PR,4101051,Anahy,,,,1534.82046902,
PR,4101101,Andirá,6815,6727,8063.14322944,10335.69158351,
PR,4101150,Ângulo,,,,1445.7210691,
PR,4101200,Antonina,4374,4656,5116.63209648,7356.06345628,
PR,4101309,Antônio Olinto,2902,2430,3016.62046951,3519.72081563,
PR,4101408,Apucarana,23116,31745,43505.1523976101,55152.0095046602,
PR,4101507,Arapongas,17357,22763,30011.4870633001,44401.98250648,
PR,4101606,Arapoti,4021,6036,7730.63587453,10226.23985069,
PR,4101655,Arapuã,,,,1793.04133448,
PR,4101705,Araruna,7792,5095,5341.38201581,6414.08425299,
PR,4101804,Araucária,5838,12326,25110.2465732399,44006.6532257198,
PR,4101853,Ariranha do Ivaí,,,,1025.61594428,
PR,4101903,Assaí,9180,9042,7977.67995018,7833.4692561,
PR,4102000,Assis Chateaubriand,28351,18056,16961.86981072,15800.57737565,
PR,4102109,Astorga,7982,8410,10554.40326163,12692.72701179,
PR,4102208,Atalaia,2066,1991,1806.36699172,2047.94894263,
PR,4102307,Balsa Nova,1591,1834,2720.69017618,4781.09571484,
PR,4102406,Bandeirantes,12505,13742,14557.62996318,16243.80926105,
PR,4102505,Barbosa Ferraz,10818,14481,7097.02045552,5937.93441919,
PR,4102604,Barracão,5661,7422,5485.16108449,4606.83226833,
PR,4102703,Barra do Jacaré,2213,1514,1224.64013113,1179.9894689,
PR,4102752,Bela Vista da Caroba,,,,2430.87861668,
PR,4102802,Bela Vista do Paraíso,5981,6405,6981.92651284,7454.96284884,
PR,4102901,Bituruna,2471,3632,5386.62297696,7330.9160743,
PR,4103008,Boa Esperança,4607,2783,2635.22274034,2155.78329831,
PR,4103024,Boa Esperança do Iguaçu,,,,1603.56291422,
PR,4103040,Boa Ventura de São Roque,,,,3106.33659595,
PR,4103057,Boa Vista da Aparecida,,,4516.33438021,4046.73762166,
PR,4103107,Bocaiúva do Sul,3456,4327,3675.4806171,3949.02008127,
PR,4103156,Bom Jesus do Sul,,,,2501.34893194,
PR,4103206,Bom Sucesso,4497,3727,3333.25161136,2740.2275445,
PR,4103222,Bom Sucesso do Sul,,,,1250.09609611,
PR,4103305,Borrazópolis,7563,6329,5481.41331069,4663.38119408,
PR,4103354,Braganey,,,3156.96946047,2717.87774793,
PR,4103370,Brasilândia do Sul,,,,1520.04539305,
PR,4103404,Cafeara,1437,1004,1052.92473191,1087.95891617,
PR,4103453,Cafelândia,,,3428.9217142,5709.55367047,
PR,4103479,Cafezal do Sul,,,,2157.58424654,
PR,4103503,Califórnia,3743,2344,3097.33073971,4045.52661825,
PR,4103602,Cambará,9161,8407,8732.4562997,10972.11871062,
PR,4103701,Cambé,11210,20715,32947.0189436,44488.3754167501,
PR,4103800,Cambira,7598,5113,4241.80744869,3524.64715897,
PR,4103909,Campina da Lagoa,11215,8205,8068.08468669,7630.51388877,
PR,4103958,Campina do Simão,,,,1932.78913503,
PR,4104006,Campina Grande do Sul,2384,2877,6653.3257262,16183.06792406,
PR,4104055,Campo Bonito,,,1620.1269102,1961.11037194,
PR,4104105,Campo do Tenente,1289,1252,1847.97767918,2328.01762112,
PR,4104204,Campo Largo,11656,20675,30089.41346281,44377.5845556101,
PR,4104253,Campo Magro,,,,9980.57288025,
PR,4104303,Campo Mourão,23802,26831,34823.2437846001,38566.0866345101,
PR,4104402,Cândido de Abreu,4676,7634,8756.11445009,7824.29612414,
PR,4104428,Candói,,,,6454.21719065,
PR,4104451,Cantagalo,,,12562.85274132,5859.21600783,
PR,4104501,Capanema,10127,10207,9695.93043877,10633.01726558,
PR,4104600,Capitão Leônidas Marques,9455,11818,7938.25140747,6827.07021174,
PR,4104659,Carambeí,,,,6130.52962199,
PR,4104709,Carlópolis,5312,5372,5395.55567941,6518.56600744,
PR,4104808,Cascavel,30992,61352,85085.4062687599,122736.75726787,
PR,4104907,Castro,11554,16525,23988.02278536,27621.33265679,
PR,4105003,Catanduvas,10099,15953,3367.49978897,4290.87228747,
PR,4105102,Centenário do Sul,6171,6160,6427.30752016,5295.33697485,
PR,4105201,Cerro Azul,5644,7369,6967.16955134,6951.49365994,
PR,4105300,Céu Azul,11425,9266,4257.59734767,5438.11995318,
PR,4105409,Chopinzinho,8716,11770,11906.88365718,10219.56787128,
PR,4105508,Cianorte,16261,20064,23346.9894138,29904.27827702,
PR,4105607,Cidade Gaúcha,4313,3130,3461.04835495,4480.76545618,
PR,4105706,Clevelândia,4106,6209,7558.88328954,7629.93867051,
PR,4105805,Colombo,5525,21617,48449.0743982699,86257.5281243001,
PR,4105904,Colorado,5074,6952,8668.33985019,11060.83136012,
PR,4106001,Congonhinhas,6140,3074,2857.23623973,3803.22623787,
PR,4106100,Conselheiro Mairinck,1995,1328,1421.26909627,1381.56712089,
PR,4106209,Contenda,2619,2673,3745.98772138,6904.16497504,
PR,4106308,Corbélia,13133,11362,9594.09619347,6914.53010996,
PR,4106407,Cornélio Procópio,17315,17463,21484.12634931,24102.3177786001,
PR,4106456,Coronel Domingos Soares,,,,2551.84095053,
PR,4106506,Coronel Vivida,6831,8888,10704.23499787,12273.04316857,
PR,4106555,Corumbataí do Sul,,,2768.4006691,2315.29358438,
PR,4106571,Cruzeiro do Iguaçu,,,,1905.02720553,
PR,4106605,Cruzeiro do Oeste,13891,9600,9842.54767547,9407.0068795,
PR,4106704,Cruzeiro do Sul,2627,2376,2209.14193008,2492.10942358,
PR,4106803,Cruz Machado,5323,5678,7783.23343005,8803.08066991,
PR,4106852,Cruzmaltina,,,,1601.57008834,
PR,4106902,Curitiba,212106,419021,602545.294549922,828717.206729966,
PR,4107009,Curiúva,5685,6240,3801.70030511,5022.84664802,
PR,4107108,Diamante do Norte,2452,3238,2902.795784,2922.69279503,
PR,4107124,Diamante do Sul,,,,1428.93991354,
PR,4107157,Diamante D'Oeste,,,3156.50314119,2389.53542955,
PR,4107207,Dois Vizinhos,13290,14384,17616.00747412,16851.90064044,
PR,4107256,Douradina,,,3172.3268016,3007.20591308,
PR,4107306,Doutor Camargo,2947,2379,2414.89685113,2730.84194842,
PR,4107405,Enéas Marques,4737,6128,5749.54617327,3432.92760339,
PR,4107504,Engenheiro Beltrão,8436,6387,6294.31213912,6578.7262726,
PR,4107520,Esperança Nova,,,,1413.77035978,
PR,4107538,Entre Rios do Oeste,,,,1920.53461116,
PR,4107546,Espigão Alto do Iguaçu,,,,2334.03919558,
PR,4107553,Farol,,,,1717.29559064,
PR,4107603,Faxinal,10361,10012,7525.49208831,7088.97169447,
PR,4107652,Fazenda Rio Grande,,,,29061.8841854199,
PR,4107702,Fênix,5032,3055,2385.49005064,2000.80378632,
PR,4107736,Fernandes Pinheiro,,,,2197.74787712,
PR,4107751,Figueira,,,3261.34762751,3832.13053414,
PR,4107801,Floraí,3348,2521,2482.31298557,2851.91950931,
PR,4107850,Flor da Serra do Sul,,,,2732.90206962,
PR,4107900,Floresta,2662,1570,1843.96868431,2618.58151608,
PR,4108007,Florestópolis,3425,4867,5186.79893082,5544.35935533,
PR,4108106,Flórida,997,867,920.75984025,1381.80927817,
PR,4108205,Formosa do Oeste,15042,14551,6319.41436416,4428.6384047,
PR,4108304,Foz do Iguaçu,11893,48083,78303.2400630402,128149.6005044,
PR,4108320,Francisco Alves,,5190,3331.22763753,3200.12909279,
PR,4108403,Francisco Beltrão,12250,18927,30163.67591327,34326.61104775,
PR,4108452,Foz do Jordão,,,,2457.30768485,
PR,4108502,General Carneiro,1919,2795,3990.24302002,5337.78004448,
PR,4108551,Godoy Moreira,,,2299.22594308,1687.69264788,
PR,4108601,Goioerê,22113,18823,18829.63613689,14168.47258802,
PR,4108650,Goioxim,,,,5018.22680236,
PR,4108700,Grandes Rios,12293,13638,4544.16870392,3658.69671179,
PR,4108809,Guaíra,11638,10226,12290.65179505,13844.8626356,
PR,4108908,Guairaçá,2711,2482,2336.64454315,2638.67522317,
PR,4108957,Guamiranga,,,,3020.62273548,
PR,4109005,Guapirama,1630,1291,1512.99330224,1847.85289472,
PR,4109104,Guaporema,2021,889,808.11009669,890.00467456,
PR,4109203,Guaraci,2480,1862,2559.13845976,2282.85088048,
PR,4109302,Guaraniaçu,8846,11441,10532.90985696,8455.27122969,
PR,4109401,Guarapuava,33013,54857,63020.4110199601,71308.0900794901,
PR,4109500,Guaraqueçaba,2795,2215,2535.14409786,3067.34183389,
PR,4109609,Guaratuba,2951,4277,6829.22996519,12176.26665203,
PR,4109658,Honório Serpa,,,,2718.80453158,
PR,4109708,Ibaiti,9964,11160,10894.32133822,12339.08748958,
PR,4109757,Ibema,,,2428.78017266,2450.56909171,
PR,4109807,Ibiporã,8086,10743,15261.95611492,21150.07246874,
PR,4109906,Icaraíma,7762,6369,5335.68821726,4601.95798886,
PR,4110003,Iguaraçu,2996,2425,2253.23390959,1755.36373811,
PR,4110052,Iguatu,,,,1062.13466301,
PR,4110078,Imbaú,,,,3746.30468063,
PR,4110102,Imbituva,5922,6657,11395.59237331,10885.08637196,
PR,4110201,Inácio Martins,2249,3573,4992.55658629,4468.26359692,
PR,4110300,Inajá,1259,820,1112.79159813,1381.23176081,
PR,4110409,Indianópolis,3499,3362,3074.47161377,2148.85982132,
PR,4110508,Ipiranga,3107,3596,5141.52207499,6071.01711106,
PR,4110607,Iporã,22435,13185,10355.07854712,7721.37547714,
PR,4110656,Iracema do Oeste,,,,1410.49921016,
PR,4110706,Irati,11657,15577,21076.16863639,24926.93479159,
PR,4110805,Iretama,4816,8022,6974.41912445,4877.23542498,
PR,4110904,Itaguajé,2440,1924,2036.89605206,2133.95244011,
PR,4110953,Itaipulândia,,,,3584.9801174,
PR,4111001,Itambaracá,3839,3189,3896.69445245,3128.80229029,
PR,4111100,Itambé,4579,2374,2842.19815577,2760.90069537,
PR,4111209,Itapejara d'Oeste,2996,3895,3755.0122973,4741.03409703,
PR,4111258,Itaperuçu,,,,6831.5002438,
PR,4111308,Itaúna do Sul,1478,1662,1766.90661361,1944.21863324,
PR,4111407,Ivaí,3293,4233,5704.99832147,5420.70599194,
PR,4111506,Ivaiporã,21130,24756,18664.17591733,14349.82073524,
PR,4111555,Ivaté,,,,3217.1296915,
PR,4111605,Ivatuba,4781,857,1084.21440372,1514.57648976,
PR,4111704,Jaboti,1791,1684,1625.42043639,2166.83118709,
PR,4111803,Jacarezinho,13131,14902,18016.5325121301,18617.75941313,
PR,4111902,Jaguapitã,5015,4491,4539.46389054,5317.34224198,
PR,4112009,Jaguariaíva,4413,5323,9427.01150171,12444.6412572,
PR,4112108,Jandaia do Sul,7215,7377,8974.72700088,10126.47337462,
PR,4112207,Janiópolis,8079,5197,4877.86434904,3543.80415916,
PR,4112306,Japira,2518,2270,2000.58552061,2500.71407023,
PR,4112405,Japurá,3735,4484,3677.99891828,4562.89103471,
PR,4112504,Jardim Alegre,11258,11197,7893.95887661,6487.59196788,
PR,4112603,Jardim Olinda,617,420,630.94438857,559.0935,
PR,4112702,Jataizinho,3434,4036,4624.95827858,5109.89609471,
PR,4112751,Jesuítas,,,6094.19758052,5270.17143712,
PR,4112801,Joaquim Távora,4347,4178,4048.18155208,4899.07080638,
PR,4112900,Jundiaí do Sul,2809,2128,1811.23958371,1483.64371672,
PR,4112959,Juranda,,,3687.55854247,3571.04164783,
PR,4113007,Jussara,3126,2167,2457.29876438,3137.20427311,
PR,4113106,Kaloré,4483,3464,2919.215166,2558.21210481,
PR,4113205,Lapa,10868,12667,16411.54707917,19818.16980499,
PR,4113254,Laranjal,,,,2777.73538172,
PR,4113304,Laranjeiras do Sul,12470,22030,22989.22575104,13090.6451585,
PR,4113403,Leópolis,3869,1792,2004.37730404,2019.17949868,
PR,4113429,Lidianópolis,,,,2630.92016962,
PR,4113452,Lindoeste,,,2439.57703817,3191.19689681,
PR,4113502,Loanda,5842,7499,7479.08241477,9354.97979509,
PR,4113601,Lobato,1947,1319,1650.3979817,2193.71802375,
PR,4113700,Londrina,79893,124420,179638.702746512,231144.39333246,
PR,4113734,Luiziana,,,3155.45148897,3110.65168968,
PR,4113759,Lunardelli,,,3446.96287542,2919.50648164,
PR,4113809,Lupionópolis,2107,1854,1943.65179173,2047.15261851,
PR,4113908,Mallet,3298,3304,4951.30139537,6299.73823835,
PR,4114005,Mamborê,10626,9329,6182.85374766,6364.25585464,
PR,4114104,Mandaguaçu,5712,5511,6628.67157664,7739.09290816,
PR,4114203,Mandaguari,9370,9660,13100.43218498,16246.03592058,
PR,4114302,Mandirituba,3739,4950,13915.12246318,7364.07384925,
PR,4114351,Manfrinópolis,,,,2116.17447911,
PR,4114401,Mangueirinha,4559,7514,11702.29636581,6842.48044798,
PR,4114500,Manoel Ribas,3488,4813,4311.84337343,5743.13576766,
PR,4114609,Marechal Cândido Rondon,17118,19835,20090.27303095,23444.57737939,
PR,4114708,Maria Helena,13382,10679,3551.89383383,2742.70537528,
PR,4114807,Marialva,11239,15631,10265.81292511,15238.21356644,
PR,4114906,Marilândia do Sul,7451,5275,5000.89542047,3956.22407916,
PR,4115002,Marilena,2008,2505,2682.07176986,3260.70101664,
PR,4115101,Mariluz,7075,4778,4897.93790602,4501.71876885,
PR,4115200,Maringá,40385,67797,114112.9685681,151652.46429812,
PR,4115309,Mariópolis,2330,2291,2603.90492704,2961.46613427,
PR,4115358,Maripá,,,,3147.71374796,
PR,4115408,Marmeleiro,4295,5165,9199.6875865,7413.7376518,
PR,4115457,Marquinho,,,,3204.65399736,
PR,4115507,Marumbi,4319,2507,2506.33969462,2369.43629799,
PR,4115606,Matelândia,9299,12406,6650.69102621,7228.72590829,
PR,4115705,Matinhos,1275,2024,4477.85818543,11597.55037373,
PR,4115739,Mato Rico,,,,2183.29229642,
PR,4115754,Mauá da Serra,,,,2862.76559828,
PR,4115804,Medianeira,14988,20786,17591.92281951,19544.74095468,
PR,4115853,Mercedes,,,,2815.50939994,
PR,4115903,Mirador,940,692,1026.3068492,1091.84068908,
PR,4116000,Miraselva,2614,2438,2165.75170998,1111.89093693,
PR,4116059,Missal,,,4597.09228073,5475.92539406,
PR,4116109,Moreira Sales,6912,7997,7493.17855621,6334.92914732,
PR,4116208,Morretes,3172,4251,4809.74845247,6784.93071682,
PR,4116307,Munhoz de Melo,2469,2044,1650.23048377,1700.90656228,
PR,4116406,Nossa Senhora das Graças,1837,1527,1475.95570005,1740.7292903,
PR,4116505,Nova Aliança do Ivaí,516,398,469.98422375,593.34865211,
PR,4116604,Nova América da Colina,2498,1750,1854.47510692,1862.58768898,
PR,4116703,Nova Aurora,9170,6122,6571.74810149,6842.80059874,
PR,4116802,Nova Cantu,4403,4011,4421.74667424,4365.72957029,
PR,4116901,Nova Esperança,9154,10020,11181.13624469,12891.71883315,
PR,4116950,Nova Esperança do Sudoeste,,,,2566.67555955,
PR,4117008,Nova Fátima,4225,3200,3499.73728379,3828.28699326,
PR,4117057,Nova Laranjeiras,,,,4772.18430113,
PR,4117107,Nova Londrina,3490,4481,5692.60368897,6462.88156876,
PR,4117206,Nova Olímpia,2887,2368,2553.16625937,2508.55199826,
PR,4117214,Nova Santa Bárbara,,,,1696.14421291,
PR,4117222,Nova Santa Rosa,,2593,2988.79294625,3901.97158273,
PR,4117255,Nova Prata do Iguaçu,,,4589.19826562,4871.35819264,
PR,4117271,Nova Tebas,,,7315.62258168,4075.81334339,
PR,4117297,Novo Itacolomi,,,,1434.99554621,
PR,4117305,Ortigueira,12597,16930,10334.71154423,10114.222436,
PR,4117404,Ourizona,2938,1598,1727.3253203,1549.73014812,
PR,4117453,Ouro Verde do Oeste,,,2665.82844953,2261.98843257,
PR,4117503,Paiçandu,3842,4361,9758.0878692,15020.31806302,
PR,4117602,Palmas,7718,10553,13486.77667123,14138.82616161,
PR,4117701,Palmeira,6929,8656,11020.2656009,13852.92619448,
PR,4117800,Palmital,10416,12436,9024.62672124,7447.16433774,
PR,4117909,Palotina,14311,10082,12783.88576479,13535.61656943,
PR,4118006,Paraíso do Norte,3982,3032,4144.53884492,4837.35067632,
PR,4118105,Paranacity,3405,3280,3647.45466041,4357.61671078,
PR,4118204,Paranaguá,17526,25657,40475.2796144799,52762.0827382198,
PR,4118303,Paranapoema,1211,804,1025.6006083,999.83756901,
PR,4118402,Paranavaí,17913,25468,31323.0047859301,37056.2546180401,
PR,4118451,Pato Bragado,,,,2411.81161898,
PR,4118501,Pato Branco,10587,19176,25742.21291698,30639.9744265,
PR,4118600,Paula Freitas,1564,1800,1668.11978617,2121.31428422,
PR,4118709,Paulo Frontin,1986,2142,2914.25987307,2727.00805599,
PR,4118808,Peabiru,7780,6072,5775.99338342,6287.71148114,
PR,4118857,Perobal,,,,2551.12859691,
PR,4118907,Pérola,8480,8553,6027.92325905,4933.42536659,
PR,4119004,Pérola d'Oeste,5185,7020,6646.61227986,4345.58132254,
PR,4119103,Piên,2064,2611,3640.8100424,4961.8360535,
PR,4119152,Pinhais,,,,51756.56079028,
PR,4119202,Pinhalão,2409,2676,2313.32926839,3123.60346303,
PR,4119251,Pinhal de São Bento,,,,829.03810504,
PR,4119301,Pinhão,5885,10699,13455.77939926,11573.39527895,
PR,4119400,Piraí do Sul,4681,5450,6732.48036364,8824.80580786,
PR,4119509,Piraquara,4756,23103,43448.68369321,33709.01379626,
PR,4119608,Pitanga,20292,32403,25231.9272268901,16842.14577671,
PR,4119657,Pitangueiras,,,,1322.7405894,
PR,4119707,Planaltina do Paraná,2665,1627,1750.02398389,1786.26574546,
PR,4119806,Planalto,5254,9452,7648.3475559,8387.80738772,
PR,4119905,Ponta Grossa,39541,67194,89351.9963998603,118718.64190654,
PR,4119954,Pontal do Paraná,,,,6880.7812762,
PR,4120002,Porecatu,7537,7967,7459.38729186,7301.49875574,
PR,4120101,Porto Amazonas,950,869,1016.274763,1913.88900393,
PR,4120150,Porto Barreiro,,,,2482.38951291,
PR,4120200,Porto Rico,2078,1836,1027.25299869,1113.61481876,
PR,4120309,Porto Vitória,1041,1338,1483.08795809,1524.17151136,
PR,4120333,Prado Ferreira,,,,1666.77837544,
PR,4120358,Pranchita,,,3789.52691036,3657.93416648,
PR,4120408,Presidente Castelo Branco,1769,1776,1624.08073623,2023.36590746,
PR,4120507,Primeiro de Maio,8200,5255,5105.49207292,5073.27228425,
PR,4120606,Prudentópolis,12535,12490,20279.16911089,24303.86142033,
PR,4120655,Quarto Centenário,,,,2233.293034,
PR,4120705,Quatiguá,2314,2213,2645.13400558,3570.33069266,
PR,4120804,Quatro Barras,1183,1947,4443.14423676,8287.21413161,
PR,4120853,Quatro Pontes,,,,2088.80639656,
PR,4120903,Quedas do Iguaçu,3331,10312,11900.70590976,12390.87887189,
PR,4121000,Querência do Norte,4389,3183,4105.81960533,4908.63790367,
PR,4121109,Quinta do Sol,4673,2986,2244.80125547,2143.80490368,
PR,4121208,Quitandinha,3755,4338,4826.71202057,7057.13254915,
PR,4121257,Ramilândia,,,,1663.24489718,
PR,4121307,Rancho Alegre,2397,1856,1943.81041771,2160.5095554,
PR,4121356,Rancho Alegre D'Oeste,,,,1375.35868468,
PR,4121406,Realeza,5511,7237,7587.80221831,7950.69659136,
PR,4121505,Rebouças,3641,4038,6516.51293283,6561.15198549,
PR,4121604,Renascença,2750,2921,3122.81833336,3151.24758912,
PR,4121703,Reserva,6947,7938,10446.85139216,9899.58361008,
PR,4121752,Reserva do Iguaçu,,,,2557.52169674,
PR,4121802,Ribeirão Claro,4656,4955,5035.41061863,5342.66507325,
PR,4121901,Ribeirão do Pinhal,6354,5181,5977.57465646,6457.53197649,
PR,4122008,Rio Azul,3489,3979,6430.83897587,6988.49530315,
PR,4122107,Rio Bom,3241,1503,1659.27383175,1581.84037679,
PR,4122156,Rio Bonito do Iguaçu,,,,6378.18163158,
PR,4122172,Rio Branco do Ivaí,,,,1489.4289076,
PR,4122206,Rio Branco do Sul,7666,10499,14298.82998119,12067.36693253,
PR,4122305,Rio Negro,5859,7665,10521.41701949,12584.71637868,
PR,4122404,Rolândia,15876,16500,20167.22330851,25684.86142218,
PR,4122503,Roncador,3881,6231,7026.61445887,5859.65466029,
PR,4122602,Rondon,7230,4456,3948.01662376,4407.80366381,
PR,4122651,Rosário do Ivaí,,,3502.03076203,2542.72730364,
PR,4122701,Sabáudia,2549,1876,2378.64082977,2738.76263478,
PR,4122800,Salgado Filho,4031,6139,6173.6823158,2583.93228719,
PR,4122909,Salto do Itararé,2395,2646,2470.15997376,2512.68720039,
PR,4123006,Salto do Lontra,11665,13466,6561.59284173,6091.85715253,
PR,4123105,Santa Amélia,2211,1820,1972.69005442,2244.55559766,
PR,4123204,Santa Cecília do Pavão,4359,3790,3688.00252226,1915.23317277,
PR,4123303,Santa Cruz de Monte Castelo,4090,3497,3716.02990806,3880.57636923,
PR,4123402,Santa Fé,3596,3583,3863.05696822,4782.99977143,
PR,4123501,Santa Helena,8789,10444,7498.87312825,10348.64532433,
PR,4123600,Santa Inês,1450,1077,950.08361192,951.88390125,
PR,4123709,Santa Isabel do Ivaí,6533,7242,5639.47662595,4161.34251205,
PR,4123808,Santa Izabel do Oeste,6313,6548,5906.95660531,6284.21292064,
PR,4123824,Santa Lúcia,,,,2131.20808424,
PR,4123857,Santa Maria do Oeste,,,,6399.54553501,
PR,4123907,Santa Mariana,7596,5998,6256.00203356,6108.26593769,
PR,4123956,Santa Mônica,,,,1399.13380204,
PR,4124004,Santana do Itararé,2182,2578,2185.78722087,2150.3319405,
PR,4124020,Santa Tereza do Oeste,,,2455.54824064,4669.17244447,
PR,4124053,Santa Terezinha de Itaipu,,,5618.29731223,9355.39234079,
PR,4124103,Santo Antônio da Platina,12886,13389,16095.25306292,19079.71319379,
PR,4124202,Santo Antônio do Caiuá,2021,1527,1336.29895481,1322.86742217,
PR,4124301,Santo Antônio do Paraíso,2303,1250,1066.77916487,1200.38209652,
PR,4124400,Santo Antônio do Sudoeste,9827,12161,8872.64472305,8249.96292795,
PR,4124509,Santo Inácio,2342,2038,2596.16569298,2389.02454735,
PR,4124608,São Carlos do Ivaí,2659,1821,2271.9817788,3089.1009678,
PR,4124707,São Jerônimo da Serra,8655,6147,5483.75488235,5392.81214099,
PR,4124806,São João,6479,6035,5258.89854279,6070.23158894,
PR,4124905,São João do Caiuá,2932,2879,2571.14278758,2816.13599089,
PR,4125001,São João do Ivaí,18042,17272,7391.28130208,6375.92180269,
PR,4125100,São João do Triunfo,3572,3443,6576.46098114,6622.74030697,
PR,4125209,São Jorge d'Oeste,4481,4571,4259.1093991,5188.55048346,
PR,4125308,São Jorge do Ivaí,6289,3280,2728.98836349,2932.37186494,
PR,4125357,São Jorge do Patrocínio,,,4684.76113075,3896.52195912,
PR,4125407,São José da Boa Vista,2645,3621,3145.48586885,2580.64136234,
PR,4125456,São José das Palmeiras,,,2399.53962364,2294.57398651,
PR,4125506,São José dos Pinhais,11297,25805,53191.21029658,101140.399728339,
PR,4125555,São Manoel do Paraná,,,,1145.08529572,
PR,4125605,São Mateus do Sul,7853,9311,13113.79154278,16474.40930244,
PR,4125704,São Miguel do Iguaçu,7263,13518,8724.97378094,11199.14677093,
PR,4125753,São Pedro do Iguaçu,,,,3821.05945546,
PR,4125803,São Pedro do Ivaí,7101,4292,4005.01799829,4546.41418575,
PR,4125902,São Pedro do Paraná,2094,1860,1312.57169665,1328.6718204,
