Capital residencial - total
Sigla,Código,Município,1970,1980,1991,2000,
PE,2603801,Capoeiras,24532.8880714687,37678.4434726739,47698.6930268573,75252.5144654691,
PE,2603900,Carnaíba,28869.2757566547,32419.6034349741,52185.1460111901,76836.2204734617,
PE,2603926,Carnaubeira da Penha,,,,18374.762620033,
PE,2604007,Carpina,183382.432791166,329851.249176373,349252.538457767,446241.934399002,
PE,2604106,Caruaru,959187.946479278,1627172.10340536,2052590.28773755,2858458.96921019,
PE,2604155,Casinhas,,,,37697.4901161629,
PE,2604205,Catende,122402.856858724,141307.115357877,125459.426552488,233010.412669243,
PE,2604304,Cedro,5595.3967513439,12515.9999905543,18647.9004287384,46907.1375060802,
PE,2604403,Chã de Alegria,18288.1922549703,22106.0567131934,31441.496862377,38438.3318347022,
PE,2604502,Chã Grande,28033.9021645522,37745.2652106147,42861.8803409365,99142.1202776196,
PE,2604601,Condado,29526.3447226997,83436.9075637912,68959.0269448401,95008.7835369297,
PE,2604700,Correntes,50361.2586625454,52959.5889152274,43663.597443128,83258.4768731778,
PE,2604809,Cortês,27806.4173285894,43155.2503463073,40157.7141532999,63077.7713852883,
PE,2604908,Cumaru,17992.4517438502,41466.0517679756,39781.4964076171,81178.2224055656,
PE,2605004,Cupira,27970.7086058614,65219.7149659258,93318.1967546214,182774.419523059,
PE,2605103,Custódia,34856.5293612727,86924.9385646548,91220.8958293798,192605.554635617,
PE,2605152,Dormentes,,,,40964.1987885355,
PE,2605202,Escada,139489.756317214,255799.560638667,181252.55249917,343861.862724718,
PE,2605301,Exu,40740.9218816557,64862.372075301,60729.8789751974,100391.095959305,
PE,2605400,Feira Nova,30975.8801819286,51089.2118306725,62831.520895231,82070.4425995558,
PE,2605459,Fernando de Noronha,12522.8578655567,11302.6164824753,14724.7729672017,36297.0184321544,
PE,2605509,Ferreiros,16397.2225233319,32104.6651981396,34523.1181626023,59339.9525764667,
PE,2605608,Flores,34094.2938968042,39818.7159371884,39851.301652218,89146.9644363764,
PE,2605707,Floresta,53966.1049388542,91486.2499429121,94031.5059578781,159264.464704956,
PE,2605806,Frei Miguelinho,19252.3338634749,28463.126022374,29926.669517615,42157.1274043697,
PE,2605905,Gameleira,39903.2322376872,64071.4671405158,55810.8466960881,118739.057256985,
PE,2606002,Garanhuns,405960.050483672,579837.85859776,722227.399978207,1059247.87402124,
PE,2606101,Glória do Goitá,59370.3968505691,60704.6005230606,66961.8729611566,129472.350501808,
PE,2606200,Goiana,218413.076428436,303362.744454802,274704.356334622,458399.246357758,
PE,2606309,Granito,5807.678926615,7038.2333444203,7856.4649527714,18475.0874234691,
PE,2606408,Gravatá,160896.957325689,235436.506874098,338223.554808572,564458.346389449,
PE,2606507,Iati,16525.857215646,28540.8888516584,37550.6033063439,53551.7887948717,
PE,2606606,Ibimirim,23632.1303198945,41338.1905086159,66351.8356940792,88179.4518410752,
PE,2606705,Ibirajuba,12254.2482085084,13323.520699558,15551.2446137,27066.2435756209,
PE,2606804,Igarassu,156251.654476175,350902.508388974,456002.377279422,759675.799701912,
PE,2606903,Iguaraci,14043.3690239565,21544.3071270681,25705.4511170362,53195.6438075977,
PE,2607000,Inajá,20774.079596865,36313.7323239785,36664.7503434269,45600.0390211533,
PE,2607109,Ingazeira,6536.7489690198,6459.6028157094,9739.1616975759,23711.5413122549,
PE,2607208,Ipojuca,80040.3824684041,143922.217390925,147416.459738012,508894.506064372,
PE,2607307,Ipubi,26005.8197367816,35613.4708758077,49591.0303443159,68553.9295442133,
PE,2607406,Itacuruba,5392.7178532043,13453.6364605168,20672.0151638421,26459.5232955869,
PE,2607505,Itaíba,27146.6027051043,45850.6683829177,48915.0969254645,94783.0738509339,
PE,2607604,Itamaracá,23417.2706180845,37974.6926378886,62029.8028582651,125156.731165184,
PE,2607653,Itambé,65444.8345533427,77857.7269784954,98525.6079096219,147997.284333692,
PE,2607703,Itapetim,30083.4609289451,23316.8367718465,41132.5934330853,90774.6996343008,
PE,2607752,Itapissuma,,,93185.0885796393,220854.770315327,
PE,2607802,Itaquitinga,24971.9957122923,30978.6638459362,36904.8536439169,57659.4994399269,
PE,2607901,Jaboatão dos Guararapes,1090623.83303775,3165485.04056208,5813304.90358663,8127977.10562315,
PE,2607950,Jaqueira,,,,40173.3272843195,
PE,2608008,Jataúba,19649.4785964049,19990.202865444,38528.8286376902,68510.2151852947,
PE,2608057,Jatobá,,,,70697.9106076342,
PE,2608107,João Alfredo,33119.6712623606,62467.6991611277,79413.442514204,129823.723367507,
PE,2608206,Joaquim Nabuco,40978.6645348632,62445.1363870849,43442.7152494614,69772.0287329156,
PE,2608255,Jucati,,,,34502.7933836353,
PE,2608305,Jupi,38269.4866902495,44777.7297578522,46902.250885778,62377.6882258438,
PE,2608404,Jurema,19134.0098072024,26418.2958297528,30397.3653020553,70177.2696354559,
PE,2608453,Lagoa do Carro,,,,69546.4037737458,
PE,2608503,Lagoa do Itaenga,23535.3446017021,42989.1080985058,56788.6499221343,101282.569497377,
PE,2608602,Lagoa do Ouro,19314.9870726157,28045.6851835825,25401.5609419755,45217.8732245302,
PE,2608701,Lagoa dos Gatos,31373.876709086,46326.1306304934,43593.7116518578,74945.7810534335,
PE,2608750,Lagoa Grande,,,,73469.557710528,
PE,2608800,Lajedo,57596.8933586506,82106.3869155507,131939.631106364,248450.426144014,
PE,2608909,Limoeiro,200268.776961643,267781.413565289,270712.267753325,372187.331748232,
PE,2609006,Macaparana,31376.0904515966,60285.1905959563,70015.8131683891,131568.264476766,
PE,2609105,Machados,8983.5796743221,13576.5656981756,21012.5830120544,44338.6846016067,
PE,2609154,Manari,,,,14561.6724629723,
PE,2609204,Maraial,48236.4373664821,65237.397568322,58080.1008071446,47534.1205799878,
PE,2609303,Mirandiba,10935.0915738587,22113.2973893071,27588.386981356,54808.6516788543,
PE,2609402,Moreno,105825.371963894,202393.808475491,258650.392150741,442974.422216339,
PE,2609501,Nazaré da Mata,93972.998219802,126267.945807129,145022.162755638,259975.093630141,
PE,2609600,Olinda,1865494.22702859,3527432.95589116,5224820.37323639,6097080.50104315,
PE,2609709,Orobó,30773.9694445087,45608.5155704143,43036.5539120109,80290.3867315145,
PE,2609808,Orocó,8387.1523649043,21436.3694243695,28396.7663223795,46224.5735942018,
PE,2609907,Ouricuri,79734.1689783227,138548.204784862,148595.386685725,243675.508713559,
PE,2610004,Palmares,225929.342695836,344680.4357083,293840.116135138,447010.625978996,
PE,2610103,Palmeirina,14560.5603098571,19409.1011364464,21030.5388987799,44328.8917125775,
PE,2610202,Panelas,38517.0010122854,52964.8358764026,57810.2482005184,119492.547816549,
PE,2610301,Paranatama,18468.053468556,17007.4164229415,17774.5256045804,33217.9729944933,
PE,2610400,Parnamirim,20715.5517488851,27967.1995579377,37902.1290191913,84109.6703900352,
PE,2610509,Passira,31085.766336251,46429.7472055056,65931.848166667,110677.763124406,
PE,2610608,Paudalho,94752.4166279769,150126.303063607,138005.545584141,226317.929561837,
PE,2610707,Paulista,353506.527341444,1578194.40231431,3116031.43219425,4468452.8425046,
PE,2610806,Pedra,18506.3105941003,43610.0341685735,52249.8830930006,96875.6768578265,
PE,2610905,Pesqueira,168702.083934181,237126.906382804,261235.503799563,393851.111131481,
PE,2611002,Petrolândia,53903.076912362,125368.526639919,180689.344187719,197935.296649368,
PE,2611101,Petrolina,263650.427860355,792101.297298262,1188724.59606104,2002203.0827264,
PE,2611200,Poção,16173.0504156221,23644.5808412553,30109.0637089345,51842.6112957366,
PE,2611309,Pombos,48306.6297451405,63531.5049916596,59708.5842553241,139579.120269153,
PE,2611408,Primavera,26849.0333851085,37058.8685636313,28296.9429379364,57363.6379072672,
PE,2611507,Quipapá,44166.0952478238,66467.1976382929,59040.483953231,125841.317354718,
PE,2611533,Quixaba,,,,19499.1287722567,
PE,2611606,Recife,14491656.3084843,18981495.9748846,25964470.3647608,28807633.1424064,
PE,2611705,Riacho das Almas,30959.5829224929,32709.7137672941,50402.2666751072,85239.7534862161,
PE,2611804,Ribeirão,119715.404990022,189870.071172116,159893.749576504,283249.328599594,
PE,2611903,Rio Formoso,81931.7026302198,103177.679498944,87346.6983271206,86866.1475754389,
PE,2612000,Sairé,23092.1913443102,31093.5261119713,27930.3068301938,57808.8431286803,
PE,2612109,Salgadinho,7086.1891163969,7928.0337932873,12538.80814964,27300.5036008108,
PE,2612208,Salgueiro,115219.32990598,208356.680565306,216223.315479078,382845.954744832,
PE,2612307,Saloá,26526.7792217368,34619.1855313333,33907.8368463689,64046.5237048311,
PE,2612406,Sanharó,33537.3004520108,40343.0883050472,51743.2069025567,97394.7088653733,
PE,2612455,Santa Cruz,,,,29092.9583149344,
PE,2612471,Santa Cruz da Baixa Verde,,,,43000.6396741531,
PE,2612505,Santa Cruz do Capibaribe,38402.6602142397,142866.281239828,248193.509452727,640003.885644041,
PE,2612554,Santa Filomena,,,,25143.4056363919,
PE,2612604,Santa Maria da Boa Vista,39912.6830629655,85002.9379213388,121038.231936632,160297.076367058,
PE,2612703,Santa Maria do Cambucá,18318.0391947288,23387.2471003774,22587.937972561,38420.8815203671,
PE,2612802,Santa Terezinha,20223.9625547899,18115.1557094354,23235.3176304687,50475.2483822359,
PE,2612901,São Benedito do Sul,23817.6669821185,28614.7627931913,23954.2344314333,36108.5864651262,
PE,2613008,São Bento do Una,70961.7221142537,105253.868032256,143799.206784252,260159.817393574,
PE,2613107,São Caitano,58676.8368344764,83508.4891522136,108767.260377437,199451.051428272,
PE,2613206,São João,24351.979850921,38529.8454874718,41505.2265961444,71235.887422218,
PE,2613305,São Joaquim do Monte,38941.3345017755,41562.1381892488,58029.2391718234,127110.103515589,
PE,2613404,São José da Coroa Grande,21608.4473568811,27076.8703505539,30144.1947382807,76078.9918861306,
PE,2613503,São José do Belmonte,31968.8236966391,63279.5147971019,69039.2090407405,150470.520490946,
PE,2613602,São José do Egito,79403.1032150247,83331.6721103158,109320.557645455,218471.385733397,
PE,2613701,São Lourenço da Mata,370216.485147514,863495.646921573,566287.278989951,846695.044985134,
PE,2613800,São Vicente Ferrer,19693.2156867723,37023.7237775212,40270.3428261648,78405.1008009367,
PE,2613909,Serra Talhada,133142.644014517,267302.671894889,298879.843180945,575802.071779836,
PE,2614006,Serrita,20069.7225628047,21583.1289436576,25189.2061101243,60695.2109905878,
PE,2614105,Sertânia,82743.3714876973,116255.281393677,113094.375677128,196172.931062487,
PE,2614204,Sirinhaém,65474.7645220405,78278.5423321525,68587.7984536846,133834.02030276,
PE,2614303,Moreilândia,15014.6642298155,18887.3313990337,19614.7345893827,37612.3361807291,
PE,2614402,Solidão,6206.6309057671,5854.8258665322,7289.1906065157,16880.7545618458,
PE,2614501,Surubim,121295.750001032,172246.295892703,238814.81233804,384080.591303148,
PE,2614600,Tabira,37081.9403917019,55322.3658895704,83383.790062908,168511.449900403,
PE,2614709,Tacaimbó,16357.0827957793,33950.153581445,27269.0475944647,68379.3870065006,
PE,2614808,Tacaratu,28324.066812932,30251.1745564392,39819.8565273627,66187.7500974369,
PE,2614857,Tamandaré,,,,77739.7237584163,
PE,2615003,Taquaritinga do Norte,29289.4411772603,64487.0697384058,69502.9860722418,125372.848491084,
PE,2615102,Terezinha,13392.52837769,14247.2996888885,14228.5341677949,21042.8457975033,
PE,2615201,Terra Nova,5601.0976417756,16478.568128625,19208.5636906349,39505.2889861206,
PE,2615300,Timbaúba,193686.041974976,271918.836894989,256323.495634307,365326.523863017,
PE,2615409,Toritama,20263.5608716473,51270.3882488878,105350.882910152,245487.24630043,
PE,2615508,Tracunhaém,20844.6172319761,34161.6491933366,36192.6467520583,60594.5850046813,
PE,2615607,Trindade,24194.624823722,34107.360678168,61895.9258193873,93750.8748180632,
PE,2615706,Triunfo,46717.4251128651,63633.9812199529,78211.0321312484,84498.7267545045,
PE,2615805,Tupanatinga,22827.0835306227,24282.2894736282,28568.5365730548,66272.2380211607,
PE,2615904,Tuparetama,18932.7109342644,18273.952514877,29985.8355735802,65864.7956503884,
PE,2616001,Venturosa,17319.4385323529,30419.1702161049,37062.8779914225,85413.6602370167,
PE,2616100,Verdejante,8655.5916037546,13839.7091881991,14487.6000255258,29338.6760793503,
PE,2616183,Vertente do Lério,,,,22945.3766352324,
PE,2616209,Vertentes,26481.2916039835,45371.0666016637,44736.8579926639,70004.4762056094,
PE,2616308,Vicência,53887.2537972684,91805.0071068498,71665.2606966942,126008.289347795,
PE,2616407,Vitória de Santo Antão,355557.530725629,513720.583275781,636557.688603296,995113.643456234,
PE,2616506,Xexéu,,,,58049.2503298408,
PE,2699919,Muribeca,,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,,
PE,2699939,Cimbres,,,,,
PI,2200053,Acauã,,,,7421.7378788426,
PI,2200103,Agricolândia,4396.610269382,12295.8805338096,10734.1687522033,21025.9740309802,
PI,2200202,Água Branca,20729.4815929565,51173.8700753518,49419.0449169934,96216.894220905,
PI,2200251,Alagoinha do Piauí,,,11565.6794666336,21732.5753179607,
PI,2200277,Alegrete do Piauí,,,,19886.7934986418,
PI,2200301,Alto Longá,20522.9437310567,24566.8802508492,22774.0090686529,43781.8972623169,
PI,2200400,Altos,46213.9263082801,50831.3329942678,76604.3746640736,161380.992225773,
PI,2200459,Alvorada do Gurguéia,,,,12849.750602434,
PI,2200509,Amarante,22583.5343071728,38158.5968863713,39238.2803456304,82609.3431225599,
PI,2200608,Angical do Piauí,5023.3348691217,18027.1524371852,18841.4773429321,35472.5414394323,
PI,2200707,Anísio de Abreu,5309.5982596898,11287.1574249299,12383.7164220333,25252.0081975025,
PI,2200806,Antônio Almeida,4027.4858645707,3506.8608113042,6085.2523061941,12206.7515190091,
PI,2200905,Aroazes,9501.9520146027,9151.0030107845,11231.6351266411,23272.7693582284,
PI,2200954,Aroeiras de Itaim,,,,,
PI,2201002,Arraial,4120.001680961,3687.122804131,8406.2466367266,15665.9810916849,
PI,2201051,Assunção do Piauí,,,,19127.9406681419,
PI,2201101,Avelino Lopes,5826.4585806116,15135.9560778088,18914.767792732,28834.5360514652,
PI,2201150,Baixa Grande do Ribeiro,,,,20825.4747335722,
PI,2201176,Barra D'Alcântara,,,,14338.5530724631,
PI,2201200,Barras,61077.1932340586,64691.6871063569,83789.8002025465,151991.176450807,
PI,2201309,Barreiras do Piauí,3391.8250961274,4481.6405156126,6663.6372814662,9982.6257239387,
PI,2201408,Barro Duro,9089.2929781323,14250.2183736609,17006.944288622,36014.3918724176,
PI,2201507,Batalha,17415.067832934,26176.4995494834,31746.6273683728,68089.5564285283,
PI,2201556,Bela Vista do Piauí,,,,8433.6542958727,
PI,2201572,Belém do Piauí,,,,5739.2885692873,
PI,2201606,Beneditinos,14826.8624232819,9441.0802491588,16234.7917113021,40851.8151398587,
PI,2201705,Bertolínia,7958.8026631556,14281.1221568359,15800.2649943816,22137.3338214506,
PI,2201739,Betânia do Piauí,,,,7908.7653224628,
PI,2201770,Boa Hora,,,,10411.5648474427,
PI,2201804,Bocaina,4735.1317436829,9074.0679094099,9877.6020145831,23634.7360712796,
PI,2201903,Bom Jesus,14050.6105451066,32962.9753934946,43751.8366949899,95883.2256461642,
PI,2201919,Bom Princípio do Piauí,,,,14138.3366099108,
PI,2201929,Bonfim do Piauí,,,,12186.4744639485,
PI,2201945,Boqueirão do Piauí,,,,13219.2249390609,
PI,2201960,Brasileira,,,,27448.4638896688,
PI,2201988,Brejo do Piauí,,,,11090.6548997557,
PI,2202000,Buriti dos Lopes,32120.4624485484,40125.5088653844,48492.1329351433,68713.5298318646,
PI,2202026,Buriti dos Montes,,,,19136.5500203875,
PI,2202059,Cabeceiras do Piauí,,,,16669.6561928476,
PI,2202075,Cajazeiras do Piauí,,,,7425.2100531069,
PI,2202083,Cajueiro da Praia,,,,13112.7197206088,
PI,2202091,Caldeirão Grande do Piauí,,,,10520.6539393933,
PI,2202109,Campinas do Piauí,7678.085123524,5543.2520462621,11178.064812338,13364.4027946046,
PI,2202117,Campo Alegre do Fidalgo,,,,8134.3614741498,
PI,2202133,Campo Grande do Piauí,,,,9749.8102073845,
PI,2202174,Campo Largo do Piauí,,,,9912.1636177953,
PI,2202208,Campo Maior,123775.900346342,198932.614696814,227563.136292227,283596.51081972,
PI,2202251,Canavieira,,,,12796.7852988301,
PI,2202307,Canto do Buriti,16612.6554010864,58106.2597779143,63810.0092625052,99103.0844514826,
PI,2202406,Capitão de Campos,9582.2366136996,11472.177646472,14978.4084840585,32619.6411949009,
PI,2202455,Capitão Gervásio Oliveira,,,,6233.2614857171,
PI,2202505,Caracol,7628.3412189959,11899.1546293057,12434.6799762002,21089.2827662662,
PI,2202539,Caraúbas do Piauí,,,,8580.7518221026,
PI,2202554,Caridade do Piauí,,,,7352.6454606125,
PI,2202604,Castelo do Piauí,41737.665623198,45686.6744813667,53465.6107290023,83390.7104445084,
PI,2202653,Caxingó,,,,10186.1930709677,
PI,2202703,Cocal,23634.1265237078,38333.6927348784,41734.5939211906,78745.0810597511,
PI,2202711,Cocal de Telha,,,,13790.1734082248,
PI,2202729,Cocal dos Alves,,,,10679.4975786617,
PI,2202737,Coivaras,,,,8880.4662854391,
PI,2202752,Colônia do Gurguéia,,,,28309.5145741368,
PI,2202778,Colônia do Piauí,,,,18916.3768231651,
PI,2202802,Conceição do Canindé,6744.9472932119,9666.0414641948,10789.5138263709,19419.2904298562,
PI,2202851,Coronel José Dias,,,,9717.6024607705,
PI,2202901,Corrente,24965.4333896456,42630.3485421617,73478.772133298,125949.917490983,
PI,2203008,Cristalândia do Piauí,3378.5555818846,5228.343554329,10261.2754138215,19217.3004360204,
PI,2203107,Cristino Castro,8960.608937712,15749.9440025698,24786.7815095682,50501.7658042544,
PI,2203206,Curimatá,8588.9722165582,13527.4779782711,20998.6803601294,45952.1424634938,
PI,2203230,Currais,,,,8474.6958640536,
PI,2203255,Curralinhos,,,,7347.1807775829,
PI,2203271,Curral Novo do Piauí,,,,5411.0821560719,
PI,2203305,Demerval Lobão,14750.2550946418,22443.5831781566,26166.9545831351,57470.8315143822,
PI,2203354,Dirceu Arcoverde,,,12967.6581060138,20626.5193279974,
PI,2203404,Dom Expedito Lopes,4405.8743656582,12108.8772320705,18639.9979639163,27938.4009815699,
PI,2203420,Domingos Mourão,3894.9002184984,2258.6691160848,4888.9354616781,11689.8575079823,
PI,2203453,Dom Inocêncio,,,10538.4740038093,14314.8285334065,
PI,2203503,Elesbão Veloso,22183.4814290687,34791.0756559642,34361.9953451834,67911.2538506327,
PI,2203602,Eliseu Martins,3984.9937173375,8760.2061582497,17096.7167295861,25525.581639363,
PI,2203701,Esperantina,44387.978076123,66014.0274212493,76362.0766968791,157636.478133551,
PI,2203750,Fartura do Piauí,,,,10416.8166344315,
PI,2203800,Flores do Piauí,3422.5022689442,7675.8983108496,8154.4879335095,13474.8093021235,
PI,2203859,Floresta do Piauí,,,,5824.7194488471,
PI,2203909,Floriano,136241.4127914,260774.66240134,310680.830132235,473038.010562514,
PI,2204006,Francinópolis,6718.8284328884,6636.0679408664,9765.7510076036,18233.2185038278,
PI,2204105,Francisco Ayres,5773.2597568329,6302.2998462014,8116.2068422224,22809.523052089,
PI,2204154,Francisco Macedo,,,,4658.7715924,
PI,2204204,Francisco Santos,8679.9581549313,19695.5926139931,18439.3415583178,27589.9493945681,
PI,2204303,Fronteiras,19356.1795667,30913.302703991,34396.7339816732,48689.0518516431,
PI,2204352,Geminiano,,,,13687.1130630004,
PI,2204402,Gilbués,5585.2202260524,11916.771179869,16742.1760287676,41631.7495748715,
PI,2204501,Guadalupe,64693.9369148376,50446.6627550389,44940.8214013496,60199.7998277949,
PI,2204550,Guaribas,,,,4984.1918416176,
PI,2204600,Hugo Napoleão,2088.0362305573,7890.544120306,7060.7116879285,14214.191977855,
PI,2204659,Ilha Grande,,,,30559.7665745926,
PI,2204709,Inhuma,9333.5381266211,27267.5176136922,39658.0551901809,81704.8629793273,
PI,2204808,Ipiranga do Piauí,6232.5062959886,15801.5663186987,21989.9619935574,40406.3423599124,
PI,2204907,Isaías Coelho,4481.7968242877,6147.2880134172,9084.2859329355,16835.6279076738,
PI,2205003,Itainópolis,11250.4312392344,19734.9925315637,18293.1875076206,31552.1908166003,
PI,2205102,Itaueira,10668.5058734663,13426.3459517994,20502.7715422843,51893.3280944479,
PI,2205151,Jacobina do Piauí,,,,12737.6785318863,
PI,2205201,Jaicós,20687.0100158729,39652.0513153644,50211.8206151028,62812.9973595117,
PI,2205250,Jardim do Mulato,,,,12766.234396709,
PI,2205276,Jatobá do Piauí,,,,12334.3168256076,
PI,2205300,Jerumenha,9726.5736061116,9200.0907674535,15757.8473694263,18120.9576866013,
PI,2205359,João Costa,,,,5814.3796838948,
PI,2205409,Joaquim Pires,10671.6024277267,13291.3386538,16224.9681255494,36138.7338983755,
PI,2205458,Joca Marques,,,,8541.4230436758,
PI,2205508,José de Freitas,33534.8817644996,49710.1691532747,54213.8755169243,124773.385479442,
PI,2205516,Juazeiro do Piauí,,,,8548.7031343823,
PI,2205524,Júlio Borges,,,,8000.8364218135,
PI,2205532,Jurema,,,,6438.0033266551,
PI,2205540,Lagoinha do Piauí,,,,6723.2904873003,
PI,2205557,Lagoa Alegre,,,,16171.5554329706,
PI,2205565,Lagoa do Barro do Piauí,,,,8816.5525304611,
PI,2205573,Lagoa de São Francisco,,,,12067.4232924331,
PI,2205581,Lagoa do Piauí,,,,8049.5639724433,
PI,2205599,Lagoa do Sítio,,,,10454.4200484697,
PI,2205607,Landri Sales,4905.540144017,10729.6858130448,17485.4234913784,27823.2677596192,
PI,2205706,Luís Correia,33657.6263945227,43143.2139357298,38970.8407706106,87380.098129491,
PI,2205805,Luzilândia,38094.3068793525,63922.6280441177,55615.9426878083,82719.2418346111,
PI,2205854,Madeiro,,,,16217.8313503237,
PI,2205904,Manoel Emídio,3089.6215055411,6736.5155175006,9453.3257417641,24383.9306612358,
PI,2205953,Marcolândia,,,,21777.0795524467,
PI,2206001,Marcos Parente,3077.6070279627,6868.3411436419,12674.494525977,22710.0077289783,
PI,2206050,Massapê do Piauí,,,,9898.2716731142,
PI,2206100,Matias Olímpio,17864.3919861387,15267.777526314,15169.3934422867,27114.289010374,
PI,2206209,Miguel Alves,32993.0768296025,22576.1920639077,30988.8318330628,70343.6686897294,
PI,2206308,Miguel Leão,1755.0304689096,1506.2334793079,1726.8240912751,4666.5154522947,
PI,2206357,Milton Brandão,,,,12596.5275530269,
PI,2206407,Monsenhor Gil,14710.9854985904,10679.1816427441,14617.0209527783,38221.7166584563,
PI,2206506,Monsenhor Hipólito,6502.7067324289,9868.2808948813,14326.8319767482,31683.7774567431,
PI,2206605,Monte Alegre do Piauí,7449.6419372736,11295.6902077619,14651.5157750021,29121.4159698154,
PI,2206654,Morro Cabeça no Tempo,,,,5577.0139345844,
PI,2206670,Morro do Chapéu do Piauí,,,,11847.5712972055,
PI,2206696,Murici dos Portelas,,,,9949.6599382006,
PI,2206704,Nazaré do Piauí,8889.2561573406,12027.5313429693,12383.2193261415,23087.7107224807,
PI,2206720,Nazária,,,,,
PI,2206753,Nossa Senhora de Nazaré,,,,10492.1620888045,
PI,2206803,Nossa Senhora dos Remédios,8409.2167712049,7433.6572685508,7747.3479793596,23317.7196306426,
PI,2206902,Novo Oriente do Piauí,9814.6807214227,11198.2543672033,13976.8160337751,29223.3612278425,
PI,2206951,Novo Santo Antônio,,,,4621.5584807296,
PI,2207009,Oeiras,76141.3267075654,104120.289148601,140372.58192652,197589.682886655,
PI,2207108,Olho D'Água do Piauí,,,,6559.7312312626,
PI,2207207,Padre Marcos,15393.0870817699,23248.9326907017,29562.5404141329,21826.1808091033,
PI,2207306,Paes Landim,3396.4480300176,6377.588329072,10287.2500566192,16265.7721553593,
PI,2207355,Pajeú do Piauí,,,,12590.475150387,
PI,2207405,Palmeira do Piauí,3243.9058522591,4580.8787609321,6448.1486215603,20439.1880331748,
PI,2207504,Palmeirais,17966.8747396252,13294.955299331,12430.4923903685,38451.8077486558,
PI,2207553,Paquetá,,,,8903.8633239267,
PI,2207603,Parnaguá,8545.926037214,11651.7572485176,15029.4714115531,29241.4665284059,
PI,2207702,Parnaíba,360065.923943408,575897.269413235,722142.355518045,1024995.32384753,
PI,2207751,Passagem Franca do Piauí,,,,12050.3538407048,
PI,2207777,Patos do Piauí,,,,16039.2700116181,
PI,2207793,Pau D'Arco do Piauí,,,,,
PI,2207801,Paulistana,27913.7442336381,50770.9139216202,68192.9288892812,80743.9921742022,
PI,2207850,Pavussu,,,,11738.7845142807,
PI,2207900,Pedro II,34948.9239704142,45199.9194755632,73973.3748610362,150154.895248494,
PI,2207934,Pedro Laurentino,,,,4404.0505208124,
PI,2207959,Nova Santa Rita,,,,6328.8763394632,
PI,2208007,Picos,116652.315068517,295809.814638723,372796.329356232,512125.624676743,
PI,2208106,Pimenteiras,10842.5246030817,8892.9665234384,17205.9267546047,39691.1212715169,
PI,2208205,Pio IX,20513.7236275464,31443.5742811745,31122.7786219963,63875.9728827689,
PI,2208304,Piracuruca,45335.4258320917,66818.3003335414,69432.9528499314,133982.821420773,
PI,2208403,Piripiri,84946.4906415594,154216.556985624,187194.793318876,346400.722775212,
PI,2208502,Porto,19515.7049606166,14495.6624762257,15673.7985687613,32140.9574131398,
PI,2208551,Porto Alegre do Piauí,,,,10112.9560628517,
PI,2208601,Prata do Piauí,2367.7817193529,2805.5693128119,4779.0086822076,10619.7218946424,
PI,2208650,Queimada Nova,,,,14683.984537434,
PI,2208700,Redenção do Gurguéia,2872.1194443008,7346.6670967085,13359.8844067304,30370.743710411,
PI,2208809,Regeneração,19202.77382889,21575.5794320053,45187.419471982,80082.7014773253,
PI,2208858,Riacho Frio,,,,12951.6587402454,
PI,2208874,Ribeira do Piauí,,,,7868.5327765085,
PI,2208908,Ribeiro Gonçalves,7196.9506762184,10192.0048146099,17820.5341895861,25837.1627092627,
PI,2209005,Rio Grande do Piauí,8220.92294228,9182.8350806021,15125.7056622324,28975.6453672955,
PI,2209104,Santa Cruz do Piauí,11500.8328747965,11237.7482165655,15297.4683075678,31683.2058855786,
PI,2209153,Santa Cruz dos Milagres,,,,9789.9611263791,
PI,2209203,Santa Filomena,8882.2531753607,5134.4521059379,7335.0397346378,19823.6752594173,
PI,2209302,Santa Luz,4176.38651685,2709.1073306395,7484.1218565775,15353.5381550309,
PI,2209351,Santana do Piauí,,,,17496.3740467327,
PI,2209377,Santa Rosa do Piauí,,,,20059.8385706623,
PI,2209401,Santo Antônio de Lisboa,5711.0878159915,12469.3087546694,17567.5219688377,28076.5491326731,
PI,2209450,Santo Antônio dos Milagres,,,,4136.4359368046,
PI,2209500,Santo Inácio do Piauí,3738.9596225822,5562.6503528057,7789.8814190086,15702.8594069488,
PI,2209559,São Braz do Piauí,,,,8386.3439951184,
PI,2209609,São Félix do Piauí,10336.698331887,6476.8441955617,10932.5834662488,21680.9430642653,
PI,2209658,São Francisco de Assis do Piauí,,,,6375.8856452983,
PI,2209708,São Francisco do Piauí,5480.586687051,5865.5800930264,6981.3763051564,19143.8776188083,
PI,2209757,São Gonçalo do Gurguéia,,,,7146.0144507751,
PI,2209807,São Gonçalo do Piauí,5539.6916397434,6053.819118559,14431.5514648081,23514.5111408568,
PI,2209856,São João da Canabrava,,,10008.6899344007,13747.8838014927,
PI,2209872,São João da Fronteira,,,,11750.5508832789,
PI,2209906,São João da Serra,9155.0250054617,9920.556055762,9170.0433143026,21195.5350856642,
PI,2209955,São João da Varjota,,,,12211.2323895511,
PI,2209971,São João do Arraial,,,,14941.8568027009,
PI,2210003,São João do Piauí,39711.1113564645,58688.4927903109,66438.0950149391,106290.466626181,
PI,2210052,São José do Divino,,,,16636.9631425923,
PI,2210102,São José do Peixe,4623.5158566713,6488.1171518984,7286.7895356532,10818.7226634074,
