Renda per capita média
Sigla,Código,Município,1991,2000,2010,
PB,2508802,Malta,106.82,211.34,378.53,
PB,2508901,Mamanguape,144.33,198.76,305.46,
PB,2509008,Manaíra,78.52,119.36,225.93,
PB,2509057,Marcação,90.92,98.17,209.46,
PB,2509107,Mari,107.62,177.75,250.22,
PB,2509156,Marizópolis,85.8,168.92,299.15,
PB,2509206,Massaranduba,109.15,155.26,247.98,
PB,2509305,Mataraca,118.21,150.36,219.95,
PB,2509339,Matinhas,77.16,137.42,217.6,
PB,2509370,Mato Grosso,71.27,149.13,271.56,
PB,2509396,Maturéia,99.22,112.72,230.63,
PB,2509404,Mogeiro,78.43,132.42,227.05,
PB,2509503,Montadas,63.16,145.44,238.17,
PB,2509602,Monte Horebe,118.8,146.18,292.96,
PB,2509701,Monteiro,130.18,224.67,392.05,
PB,2509800,Mulungu,91.14,156.11,242.9,
PB,2509909,Natuba,102.74,130.95,198.68,
PB,2510006,Nazarezinho,68.69,116.5,213.53,
PB,2510105,Nova Floresta,115.91,165.7,287.45,
PB,2510204,Nova Olinda,69.68,118.2,255.69,
PB,2510303,Nova Palmeira,101.75,156.73,272.29,
PB,2510402,Olho d'Água,87.51,99.51,220.96,
PB,2510501,Olivedos,94.83,192.94,217.32,
PB,2510600,Ouro Velho,86.09,171.46,305.23,
PB,2510659,Parari,72.16,175.59,300.27,
PB,2510709,Passagem,90.85,171.89,270.29,
PB,2510808,Patos,223.35,324.87,508.52,
PB,2510907,Paulista,110.95,189.32,308.48,
PB,2511004,Pedra Branca,67.76,119.55,219.29,
PB,2511103,Pedra Lavrada,89.4,139.78,267.79,
PB,2511202,Pedras de Fogo,150.94,157.42,273.39,
PB,2511301,Piancó,98.86,202.44,321.21,
PB,2511400,Picuí,136.51,183.89,326.53,
PB,2511509,Pilar,94.16,176.31,236.08,
PB,2511608,Pilões,104.45,126.26,259,
PB,2511707,Pilõezinhos,69.69,138.62,218.98,
PB,2511806,Pirpirituba,103.74,191.83,270.98,
PB,2511905,Pitimbu,112.63,255.05,227.76,
PB,2512002,Pocinhos,108.62,149.25,253.75,
PB,2512036,Poço Dantas,63.18,127.02,186.82,
PB,2512077,Poço de José de Moura,41.71,170.95,291.18,
PB,2512101,Pombal,177.92,228.33,401.6,
PB,2512200,Prata,95.54,193.81,271.47,
PB,2512309,Princesa Isabel,116.63,196.49,334.74,
PB,2512408,Puxinanã,117.95,140.65,283.93,
PB,2512507,Queimadas,99.14,178.92,292.5,
PB,2512606,Quixabá,66.39,136.85,267.39,
PB,2512705,Remígio,157.29,184.13,319.14,
PB,2512721,Pedro Régis,76.93,123.7,215.39,
PB,2512747,Riachão,47.18,117.27,197.04,
PB,2512754,Riachão do Bacamarte,100.32,166.63,262.31,
PB,2512762,Riachão do Poço,74.49,153.51,225.44,
PB,2512788,Riacho de Santo Antônio,121.42,128.18,275.73,
PB,2512804,Riacho dos Cavalos,76.71,147.1,239.15,
PB,2512903,Rio Tinto,138.5,208.52,264.5,
PB,2513000,Salgadinho,52.1,124.99,217.39,
PB,2513109,Salgado de São Félix,88.42,140.48,217.45,
PB,2513158,Santa Cecília,91,90.37,197.49,
PB,2513208,Santa Cruz,81.29,158.64,291.16,
PB,2513307,Santa Helena,118.34,177.2,277.52,
PB,2513356,Santa Inês,76.57,79.93,229.72,
PB,2513406,Santa Luzia,163.44,232.56,379.3,
PB,2513505,Santana de Mangueira,73.5,100.43,166.28,
PB,2513604,Santana dos Garrotes,63,134.08,274.26,
PB,2513653,Santarém,54.23,123.26,249.67,
PB,2513703,Santa Rita,154.93,214.11,328.16,
PB,2513802,Santa Teresinha,63.59,137.95,306.95,
PB,2513851,Santo André,89.56,234.05,273.72,
PB,2513901,São Bento,163.16,224.79,328.99,
PB,2513927,São Bentinho,68.34,138.09,286.99,
PB,2513943,São Domingos do Cariri,91.21,221.03,341.56,
PB,2513968,São Domingos de Pombal,77.99,154.54,253.36,
PB,2513984,São Francisco,61.28,136.99,261.15,
PB,2514008,São João do Cariri,134.92,207.67,373.55,
PB,2514107,São João do Tigre,64.12,131.48,207.42,
PB,2514206,São José da Lagoa Tapada,71.32,109.65,216.66,
PB,2514305,São José de Caiana,49.18,110.28,238.28,
PB,2514404,São José de Espinharas,69.61,143.77,234.08,
PB,2514453,São José dos Ramos,92.49,148.72,212.12,
PB,2514503,São José de Piranhas,93.23,161.99,321.53,
PB,2514552,São José de Princesa,80.06,122.64,221.16,
PB,2514602,São José do Bonfim,69.66,129.37,244.14,
PB,2514651,São José do Brejo do Cruz,105.51,146.61,223.11,
PB,2514701,São José do Sabugi,99.59,175.73,302.36,
PB,2514800,São José dos Cordeiros,70.52,150.04,233.71,
PB,2514909,São Mamede,107.04,223.22,371.01,
PB,2515005,São Miguel de Taipu,91.78,138.81,198.63,
PB,2515104,São Sebastião de Lagoa de Roça,106.42,220.52,262.87,
PB,2515203,São Sebastião do Umbuzeiro,116.84,171.59,263.04,
PB,2515302,Sapé,121.05,160.83,266.29,
PB,2515401,Seridó,70.68,110.79,214.38,
PB,2515500,Serra Branca,134.72,225.87,330.05,
PB,2515609,Serra da Raiz,90.21,136.61,278.22,
PB,2515708,Serra Grande,68.91,201.97,244.05,
PB,2515807,Serra Redonda,93.49,183.36,268.53,
PB,2515906,Serraria,89.01,130.02,224.2,
PB,2515930,Sertãozinho,86.13,158.34,252.11,
PB,2515971,Sobrado,98.84,141.97,210.08,
PB,2516003,Solânea,141.55,206.9,318.38,
PB,2516102,Soledade,130.73,203.44,330.05,
PB,2516151,Sossêgo,78.3,121.06,218.2,
PB,2516201,Sousa,170.13,289.34,443.81,
PB,2516300,Sumé,129.47,196.9,339.68,
PB,2516409,Campo de Santana,92.37,120.1,195.07,
PB,2516508,Taperoá,84.38,139.37,267.88,
PB,2516607,Tavares,88.67,121.45,260.75,
PB,2516706,Teixeira,103.25,166.58,271.44,
PB,2516755,Tenório,85.91,146.94,269.63,
PB,2516805,Triunfo,77.11,161.04,292.24,
PB,2516904,Uiraúna,124.29,238.71,361.37,
PB,2517001,Umbuzeiro,102.35,145.66,237.25,
PB,2517100,Várzea,94.93,171.98,377.4,
PB,2517209,Vieirópolis,57.56,117.1,226.49,
PB,2517407,Zabelê,124.97,166.64,272.94,
PE,2600054,Abreu e Lima,213.32,260.29,390.4,
PE,2600104,Afogados da Ingazeira,152.5,280.17,386.56,
PE,2600203,Afrânio,97.02,140.58,233.59,
PE,2600302,Agrestina,156.31,222.12,297.02,
PE,2600401,Água Preta,118.92,139.69,195.47,
PE,2600500,Águas Belas,107.49,131.78,239.3,
PE,2600609,Alagoinha,138.16,178.67,275.5,
PE,2600708,Aliança,112.74,151.65,269.86,
PE,2600807,Altinho,129.31,168.95,259.21,
PE,2600906,Amaraji,118.2,159,286.59,
PE,2601003,Angelim,111.48,162.3,253.26,
PE,2601052,Araçoiaba,94.46,152.31,236.1,
PE,2601102,Araripina,132.97,226.84,324.01,
PE,2601201,Arcoverde,249.57,341.06,469.53,
PE,2601300,Barra de Guabiraba,126.28,149.05,257.4,
PE,2601409,Barreiros,206.61,189.34,263.2,
PE,2601508,Belém de Maria,104.01,139.85,226.82,
PE,2601607,Belém de São Francisco,155.3,227.6,357.77,
PE,2601706,Belo Jardim,169.6,235.46,372.93,
PE,2601805,Betânia,78.9,114.71,220.19,
PE,2601904,Bezerros,162.13,239.31,351.75,
PE,2602001,Bodocó,109,150.64,234.36,
PE,2602100,Bom Conselho,139.56,159.67,305.57,
PE,2602209,Bom Jardim,121.55,146.89,248.98,
PE,2602308,Bonito,138.42,215.48,258.52,
PE,2602407,Brejão,93.97,126.55,230.85,
PE,2602506,Brejinho,72.09,115.88,266.21,
PE,2602605,Brejo da Madre de Deus,160.64,202.67,296.7,
PE,2602704,Buenos Aires,100.33,147.21,254.03,
PE,2602803,Buíque,103.34,119.37,176.76,
PE,2602902,Cabo de Santo Agostinho,196.33,270.17,467.07,
PE,2603009,Cabrobó,171.46,221.03,298.14,
PE,2603108,Cachoeirinha,211.73,247.57,308.18,
PE,2603207,Caetés,108.54,109.32,176.77,
PE,2603306,Calçado,99.08,142.25,215.47,
PE,2603405,Calumbi,89.53,135.53,272.66,
PE,2603454,Camaragibe,222.34,346.83,473.78,
PE,2603504,Camocim de São Félix,225.11,233.37,305.53,
PE,2603603,Camutanga,135.39,157.79,278.04,
PE,2603702,Canhotinho,124.65,169.06,234.75,
PE,2603801,Capoeiras,118.22,143.8,215.71,
PE,2603900,Carnaíba,106.65,132.2,229.87,
PE,2603926,Carnaubeira da Penha,72.56,77.98,170.02,
PE,2604007,Carpina,217.39,347.72,403.76,
PE,2604106,Caruaru,312.46,416.02,553.99,
PE,2604155,Casinhas,107.98,161.21,200.83,
PE,2604205,Catende,144.08,209.93,292.74,
PE,2604304,Cedro,88.81,185.05,269.64,
PE,2604403,Chã de Alegria,104.82,132.88,239.04,
PE,2604502,Chã Grande,161.9,190.04,341.34,
PE,2604601,Condado,162.32,166.57,297.68,
PE,2604700,Correntes,123.39,168.3,247.2,
PE,2604809,Cortês,111.53,147.15,232.22,
PE,2604908,Cumaru,130,112.17,249.32,
PE,2605004,Cupira,154.05,206.92,336.81,
PE,2605103,Custódia,122.12,205.97,350,
PE,2605152,Dormentes,83.3,127.71,257.72,
PE,2605202,Escada,130.14,193.83,322.46,
PE,2605301,Exu,103,136.67,234.83,
PE,2605400,Feira Nova,117.85,193.8,296.5,
PE,2605459,Fernando de Noronha,456.55,1104.89,1034.14,
PE,2605509,Ferreiros,133.34,174.04,311.83,
PE,2605608,Flores,87.6,132.04,236.31,
PE,2605707,Floresta,175.47,227.05,310.39,
PE,2605806,Frei Miguelinho,116.95,159.25,286.08,
PE,2605905,Gameleira,133.17,154.02,231.5,
PE,2606002,Garanhuns,276.37,332.38,492.44,
PE,2606101,Glória do Goitá,122.33,168.29,278.33,
PE,2606200,Goiana,170.58,245.01,364.77,
PE,2606309,Granito,83.51,122.38,234.9,
PE,2606408,Gravatá,203.19,276.25,402.96,
PE,2606507,Iati,89.51,106.34,200.95,
PE,2606606,Ibimirim,120.3,137.19,220.98,
PE,2606705,Ibirajuba,102.5,135.52,238.23,
PE,2606804,Igarassu,171.17,252.37,384.1,
PE,2606903,Iguaraci,114.72,165.07,295.88,
PE,2607000,Inajá,108.4,140.42,182.73,
PE,2607109,Ingazeira,83.54,218.99,286.41,
PE,2607208,Ipojuca,123.97,206.67,362.68,
PE,2607307,Ipubi,116.18,167.89,231.47,
PE,2607406,Itacuruba,259.27,244.82,271.71,
PE,2607505,Itaíba,98.85,150.17,218.32,
PE,2607604,Itamaracá,234.04,314.45,394.85,
PE,2607653,Itambé,121.48,158.98,271,
PE,2607703,Itapetim,84.55,173.81,331.14,
PE,2607752,Itapissuma,135.31,234.29,312.47,
PE,2607802,Itaquitinga,114.45,162.27,251.09,
PE,2607901,Jaboatão dos Guararapes,359.97,474.83,593.9,
PE,2607950,Jaqueira,123.36,142.47,256.76,
PE,2608008,Jataúba,144.96,141.82,244.26,
PE,2608057,Jatobá,203.49,214.99,342.33,
PE,2608107,João Alfredo,148.45,169.51,276.15,
PE,2608206,Joaquim Nabuco,111.08,162.41,263.01,
PE,2608255,Jucati,95.58,124.16,232.08,
PE,2608305,Jupi,101.87,183.32,260.42,
PE,2608404,Jurema,87.53,167.15,206.22,
PE,2608453,Lagoa do Carro,118.26,232.23,271.36,
PE,2608503,Lagoa do Itaenga,115.87,165.05,252.8,
PE,2608602,Lagoa do Ouro,100.68,118.67,224.13,
PE,2608701,Lagoa dos Gatos,103.45,147.8,253.4,
PE,2608750,Lagoa Grande,146.04,206.67,296.99,
PE,2608800,Lajedo,184.67,240.65,333.52,
PE,2608909,Limoeiro,177.77,239.49,398.37,
PE,2609006,Macaparana,126.08,155.91,278.93,
PE,2609105,Machados,104.12,173.17,231.75,
PE,2609154,Manari,84.28,112.64,155.49,
PE,2609204,Maraial,121.09,120.49,232.31,
PE,2609303,Mirandiba,100.62,129.11,193.86,
PE,2609402,Moreno,170.26,201.82,356.7,
PE,2609501,Nazaré da Mata,202.36,243.19,351.46,
PE,2609600,Olinda,431.89,514.93,640.13,
PE,2609709,Orobó,117.36,157.26,237.64,
PE,2609808,Orocó,147.39,201.72,224.41,
PE,2609907,Ouricuri,123.39,208.37,291.75,
PE,2610004,Palmares,186.81,272.07,311.09,
PE,2610103,Palmeirina,108.11,198.78,251.44,
PE,2610202,Panelas,112.38,143.22,238.61,
PE,2610301,Paranatama,120.49,135.47,213.74,
PE,2610400,Parnamirim,107.62,169.29,255.27,
PE,2610509,Passira,110.24,161.44,259.04,
PE,2610608,Paudalho,146.19,211.43,360.06,
PE,2610707,Paulista,366.11,430.9,528.04,
PE,2610806,Pedra,137.96,175.19,244.48,
PE,2610905,Pesqueira,183.75,225.33,329.16,
PE,2611002,Petrolândia,186.87,232.31,344.04,
PE,2611101,Petrolina,291.15,404.4,605.06,
PE,2611200,Poção,134.36,156.92,233.91,
PE,2611309,Pombos,149.66,214.66,302.97,
PE,2611408,Primavera,107.42,166.67,281.27,
PE,2611507,Quipapá,116.74,145.05,215.92,
PE,2611533,Quixaba,89.06,106.26,216.87,
PE,2611606,Recife,594.62,778.39,1144.26,
PE,2611705,Riacho das Almas,143.36,297.7,306.61,
PE,2611804,Ribeirão,158.85,227.8,324.47,
PE,2611903,Rio Formoso,110.48,163.75,264.16,
PE,2612000,Sairé,116.17,165.57,297.91,
PE,2612109,Salgadinho,91.27,158.9,198.91,
PE,2612208,Salgueiro,212.05,281.71,441.79,
PE,2612307,Saloá,174.5,152.88,259.1,
PE,2612406,Sanharó,175,271.29,267.58,
PE,2612455,Santa Cruz,59.31,114.38,206.07,
PE,2612471,Santa Cruz da Baixa Verde,92.16,155.62,256.26,
PE,2612505,Santa Cruz do Capibaribe,328.11,411.88,507.05,
PE,2612554,Santa Filomena,39.45,91.23,175.48,
PE,2612604,Santa Maria da Boa Vista,193.11,216,267.86,
PE,2612703,Santa Maria do Cambucá,97.01,136.32,279.1,
PE,2612802,Santa Terezinha,100.92,146.02,229.83,
PE,2612901,São Benedito do Sul,96.18,115.27,178.27,
PE,2613008,São Bento do Una,176.89,309.1,319.47,
PE,2613107,São Caitano,137.46,189.93,300.16,
PE,2613206,São João,113.73,150.57,269.44,
PE,2613305,São Joaquim do Monte,123.27,155.37,244.22,
PE,2613404,São José da Coroa Grande,123,196.91,304.5,
PE,2613503,São José do Belmonte,96.41,161.06,275.14,
PE,2613602,São José do Egito,169.33,203.46,338.9,
PE,2613701,São Lourenço da Mata,181.31,250.2,364.43,
PE,2613800,São Vicente Ferrer,134.95,156.37,257.47,
PE,2613909,Serra Talhada,182.02,250.29,407.34,
PE,2614006,Serrita,92.6,144.4,233.56,
PE,2614105,Sertânia,136.67,204.52,337.53,
PE,2614204,Sirinhaém,99.37,173.18,273.75,
PE,2614303,Moreilândia,66.13,114.89,206.11,
PE,2614402,Solidão,50.93,97.03,240.64,
PE,2614501,Surubim,183.66,262.13,372.11,
PE,2614600,Tabira,147.69,170.68,278.14,
PE,2614709,Tacaimbó,112.42,155.64,225.21,
PE,2614808,Tacaratu,123.85,138.11,205.06,
PE,2614857,Tamandaré,106.72,171.77,301.15,
PE,2615003,Taquaritinga do Norte,214.31,276.04,419.74,
PE,2615102,Terezinha,88.08,92.91,225.28,
PE,2615201,Terra Nova,158.3,203.7,237.89,
PE,2615300,Timbaúba,174,233.83,318.8,
PE,2615409,Toritama,339.33,386.28,470.44,
PE,2615508,Tracunhaém,114.3,165.52,272.81,
PE,2615607,Trindade,138,359.43,338.39,
PE,2615706,Triunfo,145,225.18,389.44,
PE,2615805,Tupanatinga,80.2,102.39,172.52,
PE,2615904,Tuparetama,145.83,205.87,360.29,
PE,2616001,Venturosa,135.61,204.55,276.94,
PE,2616100,Verdejante,99.19,142.09,260.66,
PE,2616183,Vertente do Lério,101.26,109.83,219.88,
PE,2616209,Vertentes,131.6,193.4,337.92,
PE,2616308,Vicência,121.65,157.61,246.44,
PE,2616407,Vitória de Santo Antão,200.25,264.24,401.16,
PE,2616506,Xexéu,94.62,127.01,243.39,
PE,2699919,Muribeca,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,
PE,2699939,Cimbres,,,,
PI,2200053,Acauã,68.14,63.5,199.35,
PI,2200103,Agricolândia,76.42,115.07,245.68,
PI,2200202,Água Branca,144.59,201.45,335.63,
PI,2200251,Alagoinha do Piauí,109.3,197.96,222.87,
PI,2200277,Alegrete do Piauí,112.15,210.13,268.12,
PI,2200301,Alto Longá,84.02,120.79,272.28,
PI,2200400,Altos,119,165.75,314.48,
PI,2200459,Alvorada do Gurguéia,67.94,146.1,203.23,
PI,2200509,Amarante,118.73,155.03,284.71,
PI,2200608,Angical do Piauí,132.33,140.04,356.17,
PI,2200707,Anísio de Abreu,82.78,168.48,221.91,
PI,2200806,Antônio Almeida,63.16,159.48,293.53,
PI,2200905,Aroazes,96.58,147.26,265.91,
PI,2200954,Aroeiras de Itaim,49.9,69.52,182.29,
PI,2201002,Arraial,83.06,138.47,195.46,
PI,2201051,Assunção do Piauí,62.29,164.3,141.79,
PI,2201101,Avelino Lopes,97.21,104.55,218.97,
PI,2201150,Baixa Grande do Ribeiro,83.42,130.98,225.94,
PI,2201176,Barra D'Alcântara,55.23,129.14,211.18,
PI,2201200,Barras,85.4,145.6,257.99,
PI,2201309,Barreiras do Piauí,113.7,168.34,260.79,
PI,2201408,Barro Duro,155.73,189.43,359.06,
PI,2201507,Batalha,78.19,123.62,230.66,
PI,2201556,Bela Vista do Piauí,43.25,105.59,203.61,
PI,2201572,Belém do Piauí,59.52,107.98,226.26,
PI,2201606,Beneditinos,78.34,154.26,263.09,
PI,2201705,Bertolínia,90.6,150.04,325.94,
PI,2201739,Betânia do Piauí,69.03,76.35,164.69,
PI,2201770,Boa Hora,114.54,119.8,221.27,
PI,2201804,Bocaina,101.69,225.15,366.07,
PI,2201903,Bom Jesus,202.48,262.87,501.14,
PI,2201919,Bom Princípio do Piauí,85.12,135.15,211.44,
PI,2201929,Bonfim do Piauí,83.3,165.8,233.05,
PI,2201945,Boqueirão do Piauí,89.73,93.27,253.4,
PI,2201960,Brasileira,82.19,123.18,281.71,
PI,2201988,Brejo do Piauí,45.06,111.56,218.15,
PI,2202000,Buriti dos Lopes,94.93,143.81,236.13,
PI,2202026,Buriti dos Montes,58.97,125.97,212.72,
PI,2202059,Cabeceiras do Piauí,59.91,86.79,229.86,
PI,2202075,Cajazeiras do Piauí,62.75,117.84,210.45,
PI,2202083,Cajueiro da Praia,66.93,119.32,246.88,
PI,2202091,Caldeirão Grande do Piauí,95.66,138.47,262.36,
PI,2202109,Campinas do Piauí,96.54,109.8,209,
PI,2202117,Campo Alegre do Fidalgo,64.97,96.2,213.61,
PI,2202133,Campo Grande do Piauí,105.39,122.69,237.66,
PI,2202174,Campo Largo do Piauí,49.23,78.44,158.02,
PI,2202208,Campo Maior,190.9,237.51,401.74,
PI,2202251,Canavieira,82.83,97.67,209.47,
PI,2202307,Canto do Buriti,133.6,205.42,279.71,
PI,2202406,Capitão de Campos,102.83,125.48,248.79,
PI,2202455,Capitão Gervásio Oliveira,57.49,109.07,182.53,
PI,2202505,Caracol,94.78,132.57,221.08,
PI,2202539,Caraúbas do Piauí,61.77,92.78,158.13,
PI,2202554,Caridade do Piauí,60.22,119.19,203.34,
PI,2202604,Castelo do Piauí,130.78,145.34,270.82,
PI,2202653,Caxingó,66.65,107.66,177.35,
PI,2202703,Cocal,81.97,120.31,198.58,
PI,2202711,Cocal de Telha,99.79,132.4,245.15,
PI,2202729,Cocal dos Alves,57.72,108.07,183.59,
PI,2202737,Coivaras,91.57,115.2,234.94,
PI,2202752,Colônia do Gurguéia,99.1,140.88,291.37,
PI,2202778,Colônia do Piauí,74.58,119.77,277.73,
PI,2202802,Conceição do Canindé,87.5,152.72,258.93,
PI,2202851,Coronel José Dias,86.09,131.75,200.41,
PI,2202901,Corrente,158.52,236.06,378.39,
PI,2203008,Cristalândia do Piauí,81.38,138.62,204.49,
PI,2203107,Cristino Castro,103.2,244.69,307.32,
PI,2203206,Curimatá,121.3,267.37,285.52,
PI,2203230,Currais,48.69,98.52,168.68,
PI,2203255,Curralinhos,50.57,85.69,193.65,
PI,2203271,Curral Novo do Piauí,60.42,137.89,186.24,
PI,2203305,Demerval Lobão,141.47,161.93,311.48,
PI,2203354,Dirceu Arcoverde,97.99,166.83,265.3,
PI,2203404,Dom Expedito Lopes,149.38,223.02,300.31,
PI,2203420,Domingos Mourão,54.36,77.91,240.24,
PI,2203453,Dom Inocêncio,73.33,126.55,177.27,
PI,2203503,Elesbão Veloso,104.83,142.9,283.38,
PI,2203602,Eliseu Martins,91.21,155.09,370.7,
PI,2203701,Esperantina,114.84,167.88,293.39,
PI,2203750,Fartura do Piauí,79.03,154.2,186.85,
PI,2203800,Flores do Piauí,94.31,125.09,210.02,
PI,2203859,Floresta do Piauí,62.82,107.53,216.87,
PI,2203909,Floriano,247.14,337.42,536.3,
PI,2204006,Francinópolis,76.66,93.42,206.73,
PI,2204105,Francisco Ayres,57.45,126.76,268.41,
PI,2204154,Francisco Macedo,59.46,113.93,273.23,
PI,2204204,Francisco Santos,145.17,186.24,330.49,
PI,2204303,Fronteiras,133.61,231.48,380.62,
PI,2204352,Geminiano,79.5,113.16,208.67,
PI,2204402,Gilbués,119.88,170.7,285.45,
PI,2204501,Guadalupe,191.91,234.59,426.79,
PI,2204550,Guaribas,62.69,97.3,162.06,
PI,2204600,Hugo Napoleão,76.67,108.11,214.09,
PI,2204659,Ilha Grande,90.32,128.82,221.81,
PI,2204709,Inhuma,177.61,206.64,263.73,
PI,2204808,Ipiranga do Piauí,109.09,157.5,261.12,
PI,2204907,Isaías Coelho,61.56,107.88,397.98,
PI,2205003,Itainópolis,75.69,203.34,237.76,
PI,2205102,Itaueira,79.27,228.12,321.64,
PI,2205151,Jacobina do Piauí,80.86,110.45,190.04,
PI,2205201,Jaicós,108.85,166.91,254.28,
PI,2205250,Jardim do Mulato,60.3,114.58,219.06,
PI,2205276,Jatobá do Piauí,78.53,144.86,209.21,
PI,2205300,Jerumenha,147.02,132.56,275.19,
PI,2205359,João Costa,66.27,112.89,191.63,
PI,2205409,Joaquim Pires,79.45,124.92,163.33,
PI,2205458,Joca Marques,60.67,108.72,181.17,
PI,2205508,José de Freitas,94.71,157.48,316.27,
PI,2205516,Juazeiro do Piauí,49.02,103.52,206.61,
PI,2205524,Júlio Borges,43.02,81.82,179.61,
PI,2205532,Jurema,65.61,113.55,191.96,
PI,2205540,Lagoinha do Piauí,80.75,125.52,262.04,
PI,2205557,Lagoa Alegre,54.53,111.56,227.89,
PI,2205565,Lagoa do Barro do Piauí,81.22,106.03,152.61,
PI,2205573,Lagoa de São Francisco,41.37,90.11,178.26,
PI,2205581,Lagoa do Piauí,103,104.62,242.33,
PI,2205599,Lagoa do Sítio,92.38,102.23,183.92,
PI,2205607,Landri Sales,133.87,173.88,266.01,
PI,2205706,Luís Correia,86.68,142.52,236.9,
PI,2205805,Luzilândia,95.79,145.77,245.02,
PI,2205854,Madeiro,54.38,99.01,150.89,
PI,2205904,Manoel Emídio,63.35,130.66,222.62,
PI,2205953,Marcolândia,127.3,186.55,291.91,
PI,2206001,Marcos Parente,85.87,192.53,295.66,
PI,2206050,Massapê do Piauí,63.85,121.94,195.88,
PI,2206100,Matias Olímpio,79.85,118.77,204.46,
PI,2206209,Miguel Alves,95.39,112.85,220.05,
PI,2206308,Miguel Leão,133.73,156.53,294.48,
PI,2206357,Milton Brandão,45.25,64.91,154.73,
PI,2206407,Monsenhor Gil,75.62,149.87,273.95,
PI,2206506,Monsenhor Hipólito,107.4,243.16,315.6,
PI,2206605,Monte Alegre do Piauí,120.42,126.56,217.23,
PI,2206654,Morro Cabeça no Tempo,58.71,79.27,150.52,
PI,2206670,Morro do Chapéu do Piauí,68.56,84.08,225.37,
PI,2206696,Murici dos Portelas,60.56,110.73,167.87,
PI,2206704,Nazaré do Piauí,72.7,111.81,218.07,
PI,2206720,Nazária,,,,
PI,2206753,Nossa Senhora de Nazaré,89.68,100.75,256.22,
PI,2206803,Nossa Senhora dos Remédios,65.6,111.98,183.4,
PI,2206902,Novo Oriente do Piauí,87.88,161.75,240.65,
PI,2206951,Novo Santo Antônio,62.87,73.02,224.54,
PI,2207009,Oeiras,138.31,216.14,376.95,
PI,2207108,Olho D'Água do Piauí,77.69,108.11,225.8,
PI,2207207,Padre Marcos,96.45,123.72,217.66,
PI,2207306,Paes Landim,83.62,128.94,225.53,
PI,2207355,Pajeú do Piauí,46.13,173.75,261.36,
PI,2207405,Palmeira do Piauí,71.73,163.2,278.54,
PI,2207504,Palmeirais,59.64,122.9,197.04,
PI,2207553,Paquetá,73.03,99.94,202.6,
PI,2207603,Parnaguá,91.57,133.82,211.44,
PI,2207702,Parnaíba,199.25,340.35,479.58,
PI,2207751,Passagem Franca do Piauí,62.83,121.7,323.31,
PI,2207777,Patos do Piauí,94.44,141.68,215.75,
PI,2207793,Pau D'Arco do Piauí,66.53,72.03,167.01,
PI,2207801,Paulistana,108.02,161.35,327.06,
PI,2207850,Pavussu,107.49,118.48,193.61,
PI,2207900,Pedro II,90.02,126.68,270.17,
PI,2207934,Pedro Laurentino,52.01,100.88,157.24,
PI,2207959,Nova Santa Rita,63,93.21,202.99,
PI,2208007,Picos,245.06,355.58,563.88,
PI,2208106,Pimenteiras,96.33,115,249.17,
PI,2208205,Pio IX,89.61,154.79,227.79,
PI,2208304,Piracuruca,137.12,147.79,286.63,
PI,2208403,Piripiri,132.9,212.53,380.67,
PI,2208502,Porto,80.98,109.85,226.34,
PI,2208551,Porto Alegre do Piauí,71.27,114.28,228.65,
PI,2208601,Prata do Piauí,87.5,137.75,212.64,
PI,2208650,Queimada Nova,76.62,89.11,168.78,
PI,2208700,Redenção do Gurguéia,77.63,123.32,255.92,
PI,2208809,Regeneração,105.59,152.34,299.65,
PI,2208858,Riacho Frio,59.5,149.4,161.99,
PI,2208874,Ribeira do Piauí,60.99,81.98,185.05,
PI,2208908,Ribeiro Gonçalves,110.33,236,274.79,
PI,2209005,Rio Grande do Piauí,114.97,160.26,248.87,
PI,2209104,Santa Cruz do Piauí,84.72,194,278.49,
PI,2209153,Santa Cruz dos Milagres,52.95,114.58,208.49,
PI,2209203,Santa Filomena,104.82,155.92,216.61,
PI,2209302,Santa Luz,81.86,120.79,228.71,
PI,2209351,Santana do Piauí,113.93,119.58,228.52,
PI,2209377,Santa Rosa do Piauí,69.61,143.5,229.29,
PI,2209401,Santo Antônio de Lisboa,200.6,231.82,329.44,
PI,2209450,Santo Antônio dos Milagres,79.17,99.27,208.58,
PI,2209500,Santo Inácio do Piauí,95.13,183,235.42,
PI,2209559,São Braz do Piauí,75.09,127.31,220.96,
PI,2209609,São Félix do Piauí,90.96,163.27,309.48,
PI,2209658,São Francisco de Assis do Piauí,54.48,84.62,141.81,
PI,2209708,São Francisco do Piauí,50.13,106.14,256.79,
PI,2209757,São Gonçalo do Gurguéia,83.1,128.97,281.43,
PI,2209807,São Gonçalo do Piauí,142.64,130.66,227.37,
PI,2209856,São João da Canabrava,92.01,120.82,229.34,
PI,2209872,São João da Fronteira,84.08,152.09,198.13,
PI,2209906,São João da Serra,57.99,104.46,237.11,
PI,2209955,São João da Varjota,76.35,124.49,224.99,
PI,2209971,São João do Arraial,55.16,115.31,174.82,
PI,2210003,São João do Piauí,145.39,219.28,368.36,
PI,2210052,São José do Divino,67.98,104.71,214.48,
PI,2210102,São José do Peixe,90.35,139.66,242.73,
PI,2210201,São José do Piauí,97.51,114.21,275.18,
PI,2210300,São Julião,126.98,187.92,321.2,
