Percentual da população de menos de 15 anos e da população de 65 anos e mais em relação à população de 15 a 64 anos
Sigla,Código,Município,1991,2000,2010,
PE,2614709,Tacaimbó,83.37,68.5,59.08,
PE,2614808,Tacaratu,95.52,75.66,61.89,
PE,2614857,Tamandaré,92.17,71.27,54.28,
PE,2615003,Taquaritinga do Norte,78.8,66.74,51.63,
PE,2615102,Terezinha,96.16,80.1,60.56,
PE,2615201,Terra Nova,84.06,64.73,56.17,
PE,2615300,Timbaúba,81.77,64.06,51.99,
PE,2615409,Toritama,79.04,64.54,48.73,
PE,2615508,Tracunhaém,81.29,58.92,49.2,
PE,2615607,Trindade,87.82,73.35,63.31,
PE,2615706,Triunfo,84.89,69.01,54.16,
PE,2615805,Tupanatinga,99.27,86.49,70.61,
PE,2615904,Tuparetama,82.58,66.3,55.76,
PE,2616001,Venturosa,86.78,66.86,57.4,
PE,2616100,Verdejante,91.84,76.64,60.53,
PE,2616183,Vertente do Lério,101.86,83.02,57.49,
PE,2616209,Vertentes,87.78,69.01,55.64,
PE,2616308,Vicência,87.16,66.64,47.96,
PE,2616407,Vitória de Santo Antão,72.98,57.22,47.09,
PE,2616506,Xexéu,92.25,79.14,62.14,
PE,2699919,Muribeca,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,
PE,2699939,Cimbres,,,,
PI,2200053,Acauã,87.46,72.41,55.11,
PI,2200103,Agricolândia,79.79,67.35,59.21,
PI,2200202,Água Branca,79.86,64.24,58.72,
PI,2200251,Alagoinha do Piauí,74.05,59.8,46.73,
PI,2200277,Alegrete do Piauí,80.52,65.89,54.28,
PI,2200301,Alto Longá,88.55,66.97,53.1,
PI,2200400,Altos,88.39,68.4,54.07,
PI,2200459,Alvorada do Gurguéia,107.06,77.38,63.17,
PI,2200509,Amarante,84.48,68.25,59.54,
PI,2200608,Angical do Piauí,72.5,65.28,57.43,
PI,2200707,Anísio de Abreu,97.21,73.7,56.08,
PI,2200806,Antônio Almeida,83.64,71.6,51.95,
PI,2200905,Aroazes,90.21,65.16,55.06,
PI,2200954,Aroeiras de Itaim,73.68,59.5,48.69,
PI,2201002,Arraial,86.35,78.51,60.22,
PI,2201051,Assunção do Piauí,97.97,77.72,70.06,
PI,2201101,Avelino Lopes,97.62,68.47,59.47,
PI,2201150,Baixa Grande do Ribeiro,108.06,90.38,64.85,
PI,2201176,Barra D'Alcântara,92.17,65.47,57.74,
PI,2201200,Barras,98.43,74.6,58.44,
PI,2201309,Barreiras do Piauí,97.79,81,63.16,
PI,2201408,Barro Duro,85.62,66.51,58.25,
PI,2201507,Batalha,96.57,74.4,58.36,
PI,2201556,Bela Vista do Piauí,84.26,67.62,53.95,
PI,2201572,Belém do Piauí,85.67,61.42,50.28,
PI,2201606,Beneditinos,92.88,66.19,55,
PI,2201705,Bertolínia,88.05,72.06,58.82,
PI,2201739,Betânia do Piauí,95.74,83.79,61.37,
PI,2201770,Boa Hora,106.49,74.6,61.64,
PI,2201804,Bocaina,67.31,53.02,50.66,
PI,2201903,Bom Jesus,94.01,67.15,53.01,
PI,2201919,Bom Princípio do Piauí,101.05,75.04,57.9,
PI,2201929,Bonfim do Piauí,92.22,68.87,54.84,
PI,2201945,Boqueirão do Piauí,96.19,72.73,60.65,
PI,2201960,Brasileira,88.31,65.68,53.4,
PI,2201988,Brejo do Piauí,91.76,68.59,58.57,
PI,2202000,Buriti dos Lopes,100.18,76.43,57.53,
PI,2202026,Buriti dos Montes,88.85,77.1,60.57,
PI,2202059,Cabeceiras do Piauí,97.81,70.78,53.12,
PI,2202075,Cajazeiras do Piauí,98.3,72.65,58.66,
PI,2202083,Cajueiro da Praia,92.18,72.01,56.33,
PI,2202091,Caldeirão Grande do Piauí,82.81,73.34,61.89,
PI,2202109,Campinas do Piauí,86.76,69.89,57.3,
PI,2202117,Campo Alegre do Fidalgo,106,76.42,56.02,
PI,2202133,Campo Grande do Piauí,78.45,65.83,50.65,
PI,2202174,Campo Largo do Piauí,105.54,86.46,67.03,
PI,2202208,Campo Maior,72.45,56.72,47.65,
PI,2202251,Canavieira,100.96,72.35,63.24,
PI,2202307,Canto do Buriti,86.39,62.15,55.25,
PI,2202406,Capitão de Campos,94.54,70.36,56.32,
PI,2202455,Capitão Gervásio Oliveira,95.33,70.54,57.45,
PI,2202505,Caracol,104.86,77.73,59,
PI,2202539,Caraúbas do Piauí,95.16,77.39,60.89,
PI,2202554,Caridade do Piauí,101.01,75.32,58.3,
PI,2202604,Castelo do Piauí,89.22,74.87,60.5,
PI,2202653,Caxingó,103.07,82.77,61.61,
PI,2202703,Cocal,98.34,82.37,62.5,
PI,2202711,Cocal de Telha,85.04,66,56.57,
PI,2202729,Cocal dos Alves,86.23,75.44,55.6,
PI,2202737,Coivaras,94.76,66.49,55.55,
PI,2202752,Colônia do Gurguéia,97.29,74.03,62,
PI,2202778,Colônia do Piauí,101.03,73.34,54.98,
PI,2202802,Conceição do Canindé,92.53,72.3,60.05,
PI,2202851,Coronel José Dias,91.89,60.9,51.97,
PI,2202901,Corrente,93.64,71.17,59.22,
PI,2203008,Cristalândia do Piauí,102.17,74.45,62.77,
PI,2203107,Cristino Castro,100.5,78.39,60.17,
PI,2203206,Curimatá,94.38,72.92,60.71,
PI,2203230,Currais,99.69,72.03,63.9,
PI,2203255,Curralinhos,97.9,74.63,60.45,
PI,2203271,Curral Novo do Piauí,79.91,86.47,65.61,
PI,2203305,Demerval Lobão,93.41,65.72,54.56,
PI,2203354,Dirceu Arcoverde,80.55,66.83,53.7,
PI,2203404,Dom Expedito Lopes,72.28,58.14,46.43,
PI,2203420,Domingos Mourão,102.42,83.31,65.79,
PI,2203453,Dom Inocêncio,88.87,66.21,54.37,
PI,2203503,Elesbão Veloso,83.69,62.23,53.18,
PI,2203602,Eliseu Martins,89.38,65.14,56.23,
PI,2203701,Esperantina,95.75,72.78,54.03,
PI,2203750,Fartura do Piauí,89.22,74.55,59.56,
PI,2203800,Flores do Piauí,91.02,68.22,58.65,
PI,2203859,Floresta do Piauí,87.98,66.85,51.25,
PI,2203909,Floriano,77.19,59.22,47.2,
PI,2204006,Francinópolis,88.89,69.96,59.02,
PI,2204105,Francisco Ayres,99.92,69.18,57.75,
PI,2204154,Francisco Macedo,83.17,65.39,49.79,
PI,2204204,Francisco Santos,79.36,56.53,48.73,
PI,2204303,Fronteiras,75.76,64.94,52.29,
PI,2204352,Geminiano,82.17,65.12,53.58,
PI,2204402,Gilbués,97.43,82.6,64.69,
PI,2204501,Guadalupe,83.77,68.58,53.21,
PI,2204550,Guaribas,122.9,91.29,64.34,
PI,2204600,Hugo Napoleão,84.32,66.58,55.06,
PI,2204659,Ilha Grande,97.97,74.56,61.37,
PI,2204709,Inhuma,83.56,62.77,55.04,
PI,2204808,Ipiranga do Piauí,84.44,64.61,55.19,
PI,2204907,Isaías Coelho,92.46,78.93,59.01,
PI,2205003,Itainópolis,71.97,59.16,50.12,
PI,2205102,Itaueira,92.87,62.66,53.35,
PI,2205151,Jacobina do Piauí,88.41,69.34,47.76,
PI,2205201,Jaicós,87.09,67.02,58.37,
PI,2205250,Jardim do Mulato,86.22,67.16,56.35,
PI,2205276,Jatobá do Piauí,78.29,57.39,52.41,
PI,2205300,Jerumenha,88.77,71.67,58.2,
PI,2205359,João Costa,100.18,67.3,48.97,
PI,2205409,Joaquim Pires,99.8,76.89,57.55,
PI,2205458,Joca Marques,112.33,80.16,56.35,
PI,2205508,José de Freitas,91.36,68.64,53.72,
PI,2205516,Juazeiro do Piauí,91.38,74.9,61.31,
PI,2205524,Júlio Borges,100.94,78.21,62.47,
PI,2205532,Jurema,102.32,69.41,54.59,
PI,2205540,Lagoinha do Piauí,86.21,64.77,56.51,
PI,2205557,Lagoa Alegre,102.18,79.72,63.13,
PI,2205565,Lagoa do Barro do Piauí,105.84,73.96,56.23,
PI,2205573,Lagoa de São Francisco,93.11,78.8,64.75,
PI,2205581,Lagoa do Piauí,97.12,69.65,53.97,
PI,2205599,Lagoa do Sítio,82.79,60.39,55.6,
PI,2205607,Landri Sales,79.29,69.01,60.57,
PI,2205706,Luís Correia,93.88,69.85,53.02,
PI,2205805,Luzilândia,100.8,74.17,56.57,
PI,2205854,Madeiro,112.53,87.93,62.56,
PI,2205904,Manoel Emídio,96.01,69.16,54.88,
PI,2205953,Marcolândia,79.78,68.75,59.17,
PI,2206001,Marcos Parente,84.44,66.02,57.23,
PI,2206050,Massapê do Piauí,94.76,65.42,58.27,
PI,2206100,Matias Olímpio,100.61,78.9,61.6,
PI,2206209,Miguel Alves,102.38,88.57,68.59,
PI,2206308,Miguel Leão,100.64,73.2,60.44,
PI,2206357,Milton Brandão,100.36,80.87,59.68,
PI,2206407,Monsenhor Gil,90.82,67.19,54.82,
PI,2206506,Monsenhor Hipólito,79.42,60.7,51.05,
PI,2206605,Monte Alegre do Piauí,104.46,84.82,63.2,
PI,2206654,Morro Cabeça no Tempo,102.76,85.99,65.84,
PI,2206670,Morro do Chapéu do Piauí,108.55,77.85,59.96,
PI,2206696,Murici dos Portelas,109.69,81.23,64.51,
PI,2206704,Nazaré do Piauí,98.49,73.86,59.5,
PI,2206720,Nazária,,,,
PI,2206753,Nossa Senhora de Nazaré,85.53,59.58,52.94,
PI,2206803,Nossa Senhora dos Remédios,100.03,76.81,62.64,
PI,2206902,Novo Oriente do Piauí,87.02,64.58,55.45,
PI,2206951,Novo Santo Antônio,92.01,65.63,53.56,
PI,2207009,Oeiras,88.34,65.83,55.25,
PI,2207108,Olho D'Água do Piauí,90.75,67.87,65.89,
PI,2207207,Padre Marcos,73.9,62.92,53.14,
PI,2207306,Paes Landim,111.44,75.58,58.99,
PI,2207355,Pajeú do Piauí,91.38,59.97,58.11,
PI,2207405,Palmeira do Piauí,98.61,77.8,61.32,
PI,2207504,Palmeirais,98.76,76.4,65.01,
PI,2207553,Paquetá,89.09,61.67,53.48,
PI,2207603,Parnaguá,109.6,89.44,64.39,
PI,2207702,Parnaíba,77.02,62.35,48.88,
PI,2207751,Passagem Franca do Piauí,100.5,80.82,56.92,
PI,2207777,Patos do Piauí,90.94,71.23,56.31,
PI,2207793,Pau D'Arco do Piauí,100.13,72.67,62.99,
PI,2207801,Paulistana,89.44,68.86,57.23,
PI,2207850,Pavussu,96.05,70.97,55.67,
PI,2207900,Pedro II,90.07,77.17,61.74,
PI,2207934,Pedro Laurentino,100.84,71.64,58.36,
PI,2207959,Nova Santa Rita,87.31,68.12,59.44,
PI,2208007,Picos,66.15,54.54,44.01,
PI,2208106,Pimenteiras,89.37,70.04,57.66,
PI,2208205,Pio IX,86.28,73.17,54.14,
PI,2208304,Piracuruca,82.27,72.81,53.35,
PI,2208403,Piripiri,80.85,66.21,52.82,
PI,2208502,Porto,108.1,92.69,68.99,
PI,2208551,Porto Alegre do Piauí,91.06,75.16,57.96,
PI,2208601,Prata do Piauí,92.06,79.65,63.14,
PI,2208650,Queimada Nova,78.67,75.11,54,
PI,2208700,Redenção do Gurguéia,112.28,83.69,63.93,
PI,2208809,Regeneração,88.76,69.65,56.79,
PI,2208858,Riacho Frio,114.48,81.71,60.95,
PI,2208874,Ribeira do Piauí,99.68,75.37,57.36,
PI,2208908,Ribeiro Gonçalves,100.15,80.85,62.86,
PI,2209005,Rio Grande do Piauí,85.53,68.21,57.81,
PI,2209104,Santa Cruz do Piauí,81.89,58.46,52.54,
PI,2209153,Santa Cruz dos Milagres,102.08,68.81,57.75,
PI,2209203,Santa Filomena,108.08,85.91,67.2,
PI,2209302,Santa Luz,96.3,67.37,59.98,
PI,2209351,Santana do Piauí,80.78,60.89,52.13,
PI,2209377,Santa Rosa do Piauí,95.13,67.94,57.9,
PI,2209401,Santo Antônio de Lisboa,74.45,59.52,52.93,
PI,2209450,Santo Antônio dos Milagres,99.91,73.7,64.19,
PI,2209500,Santo Inácio do Piauí,85.83,59.58,50.81,
PI,2209559,São Braz do Piauí,95.44,74.42,54.81,
PI,2209609,São Félix do Piauí,84.89,65.47,55.44,
PI,2209658,São Francisco de Assis do Piauí,91.9,72.86,59.28,
PI,2209708,São Francisco do Piauí,99.19,76.9,61.99,
PI,2209757,São Gonçalo do Gurguéia,99.21,80.56,63.01,
PI,2209807,São Gonçalo do Piauí,83.2,68.01,58.52,
PI,2209856,São João da Canabrava,79.97,67.72,60.18,
PI,2209872,São João da Fronteira,76.21,84.59,66.81,
PI,2209906,São João da Serra,85.87,65.92,57.15,
PI,2209955,São João da Varjota,93.42,70.1,59.61,
PI,2209971,São João do Arraial,100.38,78.57,63.17,
PI,2210003,São João do Piauí,83.24,65.26,54.96,
PI,2210052,São José do Divino,90.98,69.89,48.44,
PI,2210102,São José do Peixe,107.4,74.98,64.44,
PI,2210201,São José do Piauí,86.43,64.12,57,
PI,2210300,São Julião,72.01,59.77,52.35,
PI,2210359,São Lourenço do Piauí,80.25,65.59,50.94,
PI,2210375,São Luis do Piauí,79.19,69.48,59.96,
PI,2210383,São Miguel da Baixa Grande,85.99,65.85,55.95,
PI,2210391,São Miguel do Fidalgo,105.58,75.01,66.82,
PI,2210409,São Miguel do Tapuio,90.79,70.66,57.58,
PI,2210508,São Pedro do Piauí,92.03,71.18,61.54,
PI,2210607,São Raimundo Nonato,80.11,61.37,51.03,
PI,2210623,Sebastião Barros,99.71,74.54,63.38,
PI,2210631,Sebastião Leal,91.3,64.03,55.61,
PI,2210656,Sigefredo Pacheco,81.49,65.89,53.93,
PI,2210706,Simões,86.99,73.19,64.24,
PI,2210805,Simplício Mendes,81.12,65.91,52.9,
PI,2210904,Socorro do Piauí,97.79,74.61,58.06,
PI,2210938,Sussuapara,76.82,57.12,49.59,
PI,2210953,Tamboril do Piauí,92.31,77.35,58.04,
PI,2210979,Tanque do Piauí,86.98,66.5,57.64,
PI,2211001,Teresina,69.36,52.48,41.23,
PI,2211100,União,95.15,74.34,59.55,
PI,2211209,Uruçuí,87.66,71.52,54.79,
PI,2211308,Valença do Piauí,78.21,57.97,52.52,
PI,2211357,Várzea Branca,98.29,75.71,59.93,
PI,2211407,Várzea Grande,83.07,65.63,55.92,
PI,2211506,Vera Mendes,80.36,62.22,55.68,
PI,2211605,Vila Nova do Piauí,77.32,59.66,43.73,
PI,2211704,Wall Ferraz,91.98,63.92,55.07,
PR,4100103,Abatiá,64.65,57.05,45.72,
PR,4100202,Adrianópolis,82.72,71.53,62.03,
PR,4100301,Agudos do Sul,67.2,62.78,49.76,
PR,4100400,Almirante Tamandaré,69.49,58.81,47.08,
PR,4100459,Altamira do Paraná,63.67,55.36,50.93,
PR,4100509,Altônia,56.37,51.76,47.49,
PR,4100608,Alto Paraná,59.8,54.75,45.01,
PR,4100707,Alto Piquiri,64.91,57.65,47.67,
PR,4100806,Alvorada do Sul,60.19,55.64,44.81,
PR,4100905,Amaporã,66.79,62.07,48.43,
PR,4101002,Ampére,63.89,56.92,46.96,
PR,4101051,Anahy,56.96,56.33,50.71,
PR,4101101,Andirá,59.62,49.27,44.33,
PR,4101150,Ângulo,62.61,55.96,45.13,
PR,4101200,Antonina,69.94,62.71,55.39,
PR,4101309,Antônio Olinto,67.49,57.8,48.45,
PR,4101408,Apucarana,57.07,49.44,42.72,
PR,4101507,Arapongas,53.27,47.22,41.23,
PR,4101606,Arapoti,68.46,60.06,48.39,
PR,4101655,Arapuã,67.33,58.93,51.73,
PR,4101705,Araruna,56.64,52.92,43.63,
PR,4101804,Araucária,65.53,53.77,42.52,
PR,4101853,Ariranha do Ivaí,66.17,52.94,47.68,
PR,4101903,Assaí,65.43,55.08,47.91,
PR,4102000,Assis Chateaubriand,56.08,49,45.01,
PR,4102109,Astorga,56.52,49.56,43.02,
PR,4102208,Atalaia,54.41,48.54,42.34,
PR,4102307,Balsa Nova,63.73,53.65,42.68,
PR,4102406,Bandeirantes,61.46,54.38,45.01,
PR,4102505,Barbosa Ferraz,65.93,59.71,50.17,
PR,4102604,Barracão,74.92,60.2,46.61,
PR,4102703,Barra do Jacaré,57.71,49.21,41.74,
PR,4102752,Bela Vista da Caroba,72.11,62.27,51.79,
PR,4102802,Bela Vista do Paraíso,58.51,54.47,46.75,
PR,4102901,Bituruna,72.81,63.82,53.76,
PR,4103008,Boa Esperança,61.35,48.12,43.2,
PR,4103024,Boa Esperança do Iguaçu,67.16,55.66,47.73,
PR,4103040,Boa Ventura de São Roque,76.48,65.61,50.15,
PR,4103057,Boa Vista da Aparecida,69.78,59,56.37,
PR,4103107,Bocaiúva do Sul,68.78,62.01,54.25,
PR,4103156,Bom Jesus do Sul,81.39,62.71,54.06,
PR,4103206,Bom Sucesso,63.1,58.12,48.07,
PR,4103222,Bom Sucesso do Sul,61.08,54.32,42.62,
PR,4103305,Borrazópolis,59.79,53.65,45.28,
PR,4103354,Braganey,65.18,56.93,49.15,
PR,4103370,Brasilândia do Sul,64.13,55.75,46.86,
PR,4103404,Cafeara,56.53,53.77,44.58,
PR,4103453,Cafelândia,56.45,50.76,40.94,
PR,4103479,Cafezal do Sul,59.13,56.18,46.52,
PR,4103503,Califórnia,59.29,51.86,46.66,
PR,4103602,Cambará,57.89,52.4,45.32,
PR,4103701,Cambé,58.21,49.54,42.57,
PR,4103800,Cambira,57.26,50.26,42.61,
PR,4103909,Campina da Lagoa,64.96,58.37,49.43,
PR,4103958,Campina do Simão,77.97,62.39,53.87,
PR,4104006,Campina Grande do Sul,69.6,56.46,46.13,
PR,4104055,Campo Bonito,72.31,63.78,50.19,
PR,4104105,Campo do Tenente,73.03,65.62,52.92,
PR,4104204,Campo Largo,60.51,51.35,41.77,
PR,4104253,Campo Magro,67.49,56.67,45.37,
PR,4104303,Campo Mourão,60.15,52.58,41.9,
PR,4104402,Cândido de Abreu,75.47,65.48,52.87,
PR,4104428,Candói,71.32,62.08,51.11,
PR,4104451,Cantagalo,70.71,65.29,54.37,
PR,4104501,Capanema,58.86,51.7,44.61,
PR,4104600,Capitão Leônidas Marques,63.46,53.85,47.74,
PR,4104659,Carambeí,65.62,58.12,49.19,
PR,4104709,Carlópolis,64.8,55.77,47.07,
PR,4104808,Cascavel,60.6,51.84,39.99,
PR,4104907,Castro,69.65,60.07,52.3,
PR,4105003,Catanduvas,73.09,60.69,50.41,
PR,4105102,Centenário do Sul,65.67,56.78,44.91,
PR,4105201,Cerro Azul,79.49,68.75,57.52,
PR,4105300,Céu Azul,58.12,52.98,43.87,
PR,4105409,Chopinzinho,65.71,57.5,46.74,
PR,4105508,Cianorte,54.02,50.28,40.19,
PR,4105607,Cidade Gaúcha,62.8,55.94,46.46,
PR,4105706,Clevelândia,64.56,62.29,54.1,
PR,4105805,Colombo,64.88,54.95,44.49,
PR,4105904,Colorado,55.9,48.22,40.43,
PR,4106001,Congonhinhas,70.69,62.21,50.36,
PR,4106100,Conselheiro Mairinck,70.14,62.51,48.29,
PR,4106209,Contenda,63.08,54.88,47.36,
PR,4106308,Corbélia,60.02,54.89,44.74,
PR,4106407,Cornélio Procópio,56.85,48.17,41.59,
PR,4106456,Coronel Domingos Soares,82.96,72.11,54.07,
PR,4106506,Coronel Vivida,65.23,57.29,47.04,
PR,4106555,Corumbataí do Sul,71.94,55.68,48.83,
PR,4106571,Cruzeiro do Iguaçu,69.9,61.31,50.3,
PR,4106605,Cruzeiro do Oeste,58.43,51.58,45.66,
PR,4106704,Cruzeiro do Sul,61.59,52.83,43.22,
PR,4106803,Cruz Machado,71.6,62.66,52.95,
PR,4106852,Cruzmaltina,64.72,52.99,44.32,
PR,4106902,Curitiba,51.79,44.05,37.98,
PR,4107009,Curiúva,72.8,62.76,50.73,
PR,4107108,Diamante do Norte,61,51,47.22,
PR,4107124,Diamante do Sul,76.51,73.25,57.61,
PR,4107157,Diamante D'Oeste,66.66,59.26,53.54,
PR,4107207,Dois Vizinhos,62.32,54.13,41.97,
PR,4107256,Douradina,58.89,52.82,44.28,
PR,4107306,Doutor Camargo,51.2,49.05,44.19,
PR,4107405,Enéas Marques,66.93,53.12,46.04,
PR,4107504,Engenheiro Beltrão,58.23,52.86,43.87,
PR,4107520,Esperança Nova,53.99,48.42,49.24,
PR,4107538,Entre Rios do Oeste,55.96,43.7,41.53,
PR,4107546,Espigão Alto do Iguaçu,78.52,64.82,59.08,
PR,4107553,Farol,67.29,58.71,49.01,
PR,4107603,Faxinal,63.67,59.18,49.64,
PR,4107652,Fazenda Rio Grande,69.55,59.11,47.49,
PR,4107702,Fênix,61.88,58.3,46.04,
PR,4107736,Fernandes Pinheiro,67.9,64.29,49.8,
PR,4107751,Figueira,66.75,59.04,50.15,
PR,4107801,Floraí,52.78,48.29,41.25,
PR,4107850,Flor da Serra do Sul,69.54,61.7,48.99,
PR,4107900,Floresta,57.35,50.03,41.15,
PR,4108007,Florestópolis,64.63,53.82,44.41,
PR,4108106,Flórida,53.1,47.34,46.15,
PR,4108205,Formosa do Oeste,53.78,48.02,43.15,
PR,4108304,Foz do Iguaçu,65.07,55.22,43.88,
PR,4108320,Francisco Alves,59.48,57.88,51.8,
PR,4108403,Francisco Beltrão,61.45,52.84,40.99,
PR,4108452,Foz do Jordão,76.71,70.53,56.87,
PR,4108502,General Carneiro,69.81,68.23,57.24,
PR,4108551,Godoy Moreira,63.34,53.87,48.44,
PR,4108601,Goioerê,60.4,52.49,45.53,
PR,4108650,Goioxim,77.26,69.02,57.23,
PR,4108700,Grandes Rios,72.48,61,48.11,
PR,4108809,Guaíra,64.19,53.98,48.1,
PR,4108908,Guairaçá,62.03,54.68,46.92,
PR,4108957,Guamiranga,66.68,62.65,46.75,
PR,4109005,Guapirama,62.51,59.72,45.51,
PR,4109104,Guaporema,61.84,60.4,45.89,
PR,4109203,Guaraci,57.37,54.69,47.41,
PR,4109302,Guaraniaçu,65.63,58.07,49.34,
PR,4109401,Guarapuava,62.57,56.62,46.32,
PR,4109500,Guaraqueçaba,81.36,69.14,56.57,
PR,4109609,Guaratuba,71.44,59.78,49.43,
PR,4109658,Honório Serpa,79.55,65.93,51.5,
PR,4109708,Ibaiti,66.62,58.52,48.5,
PR,4109757,Ibema,71.28,64.02,50.11,
PR,4109807,Ibiporã,59.23,51.45,43.59,
PR,4109906,Icaraíma,61.58,56.8,49.86,
PR,4110003,Iguaraçu,62.11,52.65,41.1,
PR,4110052,Iguatu,60.66,52.67,49.63,
PR,4110078,Imbaú,72.38,63.49,55.85,
PR,4110102,Imbituva,61.01,56.27,48.77,
PR,4110201,Inácio Martins,71.47,67.86,58.04,
PR,4110300,Inajá,64.1,55.8,48.58,
PR,4110409,Indianópolis,56.38,52.39,46.57,
PR,4110508,Ipiranga,73.75,62.45,50.2,
PR,4110607,Iporã,60.73,57.61,48.96,
PR,4110656,Iracema do Oeste,53.43,52.19,48.65,
PR,4110706,Irati,59.17,53.5,44,
PR,4110805,Iretama,67.29,59.38,52.64,
PR,4110904,Itaguajé,69.94,59.99,49.47,
PR,4110953,Itaipulândia,61,53,44.28,
PR,4111001,Itambaracá,63.64,55.96,48.91,
PR,4111100,Itambé,56.73,50.37,42.36,
PR,4111209,Itapejara d'Oeste,60.29,53.65,45.68,
PR,4111258,Itaperuçu,76.65,63.43,51.37,
PR,4111308,Itaúna do Sul,68.64,65.56,55.44,
PR,4111407,Ivaí,72.49,62.73,52.55,
PR,4111506,Ivaiporã,61.49,53.68,45.76,
PR,4111555,Ivaté,59.76,54.23,45.28,
PR,4111605,Ivatuba,52.74,46.86,38.2,
PR,4111704,Jaboti,66.32,54.7,47.12,
PR,4111803,Jacarezinho,63.11,54.46,45.05,
PR,4111902,Jaguapitã,61.96,54.06,44.28,
PR,4112009,Jaguariaíva,67.3,57.16,47.53,
PR,4112108,Jandaia do Sul,56.24,50.22,44.19,
PR,4112207,Janiópolis,63.07,56.3,47.35,
PR,4112306,Japira,70.93,55.34,51,
PR,4112405,Japurá,51.85,48.34,42.67,
PR,4112504,Jardim Alegre,61.64,55.53,48.68,
PR,4112603,Jardim Olinda,62.8,64.47,47.08,
PR,4112702,Jataizinho,64.56,56.88,49.29,
PR,4112751,Jesuítas,51.2,47.58,47.36,
PR,4112801,Joaquim Távora,65.88,54.95,45.29,
PR,4112900,Jundiaí do Sul,69.94,60.2,51.37,
PR,4112959,Juranda,62.37,53.5,43.74,
PR,4113007,Jussara,57.65,53.48,45.34,
PR,4113106,Kaloré,57.73,53.41,46.75,
PR,4113205,Lapa,66.3,54.5,46.05,
PR,4113254,Laranjal,87.93,76.88,60.33,
PR,4113304,Laranjeiras do Sul,66.38,61.01,49.1,
PR,4113403,Leópolis,64.91,54.92,43.87,
PR,4113429,Lidianópolis,56.78,50.55,46.61,
PR,4113452,Lindoeste,71.54,62,49.87,
PR,4113502,Loanda,61.22,53.74,44.78,
PR,4113601,Lobato,57.6,48.48,42.06,
PR,4113700,Londrina,55.38,47.62,41.76,
PR,4113734,Luiziana,71.99,60.02,48.86,
PR,4113759,Lunardelli,58.79,53.6,49.52,
PR,4113809,Lupionópolis,56.07,54.28,48.8,
PR,4113908,Mallet,65.52,57.7,44.97,
PR,4114005,Mamborê,62.13,53.03,45.07,
PR,4114104,Mandaguaçu,57.37,52.08,43.6,
PR,4114203,Mandaguari,55.81,49.85,43.05,
PR,4114302,Mandirituba,65.16,59.69,50.42,
PR,4114351,Manfrinópolis,82.63,66.83,52.17,
PR,4114401,Mangueirinha,75.71,64.81,51.25,
PR,4114500,Manoel Ribas,68.61,59.46,51.07,
PR,4114609,Marechal Cândido Rondon,54.81,48.84,40.85,
PR,4114708,Maria Helena,58.9,57.36,45.45,
PR,4114807,Marialva,56.46,47.81,41.31,
PR,4114906,Marilândia do Sul,62.69,54.95,48.01,
PR,4115002,Marilena,61.89,56.46,48.93,
PR,4115101,Mariluz,65.37,61.61,52.87,
PR,4115200,Maringá,51.77,43.86,36.51,
PR,4115309,Mariópolis,60.74,54.05,44.32,
PR,4115358,Maripá,55.23,49.32,43.26,
PR,4115408,Marmeleiro,66.66,58.09,48.05,
PR,4115457,Marquinho,81.98,67.18,54.16,
PR,4115507,Marumbi,59.56,56.55,44.16,
PR,4115606,Matelândia,61.37,51.97,46.12,
PR,4115705,Matinhos,65.98,55.87,48.13,
PR,4115739,Mato Rico,70.82,62.96,46.85,
PR,4115754,Mauá da Serra,76.44,61.13,50.62,
PR,4115804,Medianeira,59.3,50.01,40.86,
PR,4115853,Mercedes,53.5,49.85,47.31,
PR,4115903,Mirador,68.37,62.34,48.5,
PR,4116000,Miraselva,60.95,52.84,44.23,
PR,4116059,Missal,53.96,48.11,44.27,
PR,4116109,Moreira Sales,63.05,58.15,50.82,
PR,4116208,Morretes,68.22,60.08,51.47,
PR,4116307,Munhoz de Melo,55.91,56.66,47.25,
PR,4116406,Nossa Senhora das Graças,59.56,58.41,42.4,
PR,4116505,Nova Aliança do Ivaí,63.19,59.48,44.11,
PR,4116604,Nova América da Colina,69,54.26,47.06,
PR,4116703,Nova Aurora,57.24,50.8,43.48,
PR,4116802,Nova Cantu,65.3,63.54,49.49,
PR,4116901,Nova Esperança,56.83,52.22,45.12,
PR,4116950,Nova Esperança do Sudoeste,68.37,59.38,48.46,
PR,4117008,Nova Fátima,62.82,56.7,47.78,
PR,4117057,Nova Laranjeiras,76.81,70.15,58.96,
PR,4117107,Nova Londrina,62.05,54.67,46.15,
PR,4117206,Nova Olímpia,56.53,53.49,46.7,
PR,4117214,Nova Santa Bárbara,61.83,61.57,52.3,
PR,4117222,Nova Santa Rosa,57.26,53,44.95,
PR,4117255,Nova Prata do Iguaçu,67.48,55.5,46.36,
PR,4117271,Nova Tebas,77.95,63.75,52.19,
PR,4117297,Novo Itacolomi,58.95,52.37,44.97,
PR,4117305,Ortigueira,75.27,61.49,53.5,
PR,4117404,Ourizona,59.44,49.6,43.28,
PR,4117453,Ouro Verde do Oeste,62.64,55.28,46.06,
